N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -3.461575600E-02 -3.734411300E-02 -3.935715400E-02 -4.157923900E-02
1.600000000E+01 3.157773400E-02 3.138447900E-02 3.110469100E-02 3.021891000E-02
1.700000000E+01 6.007768900E-02 5.810876100E-02 5.552350900E-02 5.536253300E-02
1.549996187E+01 1.950955100E-02 1.843829500E-02 1.917204100E-02 1.937982000E-02
1.649996187E+01 5.397451500E-02 5.256977300E-02 5.184743700E-02 5.095430000E-02
1.674996808E+01 6.088018600E-02 5.793271700E-02 5.722485200E-02 5.633093400E-02
1.624993176E+01 4.167615800E-02 4.130145900E-02 4.075927400E-02 4.027052700E-02
1.574996808E+01 2.582528700E-02 2.576540600E-02 2.500610800E-02 2.554886200E-02
1.524993176E+01 3.642821000E-03 2.790350000E-03 2.623441000E-03 2.488746000E-03
