T d154 d184 d214 d244
d 150 180 210 240
290 2.198843500E-02 2.117893400E-02 2.220728800E-02 2.242362200E-02
295 2.088865100E-02 1.996001800E-02 2.084762100E-02 2.076755800E-02
300 1.891683600E-02 1.760549600E-02 1.806121900E-02 1.799097100E-02
305 1.400103300E-02 1.200106800E-02 1.179414700E-02 1.115512600E-02
310 3.997402000E-03 7.339870000E-04 -4.723970000E-04 -1.798539000E-03
315 -1.522924700E-02 -2.075451900E-02 -2.393732700E-02 -2.652231200E-02
320 -5.127014200E-02 -6.054089200E-02 -6.665462400E-02 -7.147098300E-02
325 -1.124677720E-01 -1.268919780E-01 -1.367778490E-01 -1.441446030E-01
330 -1.890987810E-01 -1.833766850E-01 -1.782891210E-01 -1.733507010E-01
335 -1.634639880E-01 -1.537440780E-01 -1.452267410E-01 -1.374158900E-01
340 -1.079330820E-01 -9.158085500E-02 -7.770418500E-02 -6.556264200E-02
