T d154 d184 d214 d244
d 150 180 210 240
290 2.188852600E-02 2.104548700E-02 2.198620800E-02 2.212196500E-02
295 2.071633700E-02 1.970398600E-02 2.044547100E-02 2.021559800E-02
300 1.859588500E-02 1.711848100E-02 1.730116600E-02 1.692688400E-02
305 1.336626100E-02 1.097362800E-02 1.031118100E-02 9.078814000E-03
310 2.732472000E-03 -1.305957000E-03 -3.479638000E-03 -5.943835000E-03
315 -1.769288800E-02 -2.469393300E-02 -2.969833700E-02 -3.440155400E-02
320 -5.584208300E-02 -6.774384300E-02 -7.705054100E-02 -8.551761300E-02
325 -1.201672400E-01 -1.387237480E-01 -1.534933700E-01 -1.663234410E-01
330 -1.883023120E-01 -1.820330570E-01 -1.762468330E-01 -1.704637630E-01
335 -1.617342660E-01 -1.509445930E-01 -1.410900360E-01 -1.316954080E-01
340 -1.045442170E-01 -8.626882900E-02 -7.005651200E-02 -5.521766300E-02
