T d154 d184 d214 d244
d 150 180 210 240
290 2.297431700E-02 2.216843800E-02 2.290286100E-02 2.297800600E-02
295 2.291497700E-02 2.213328000E-02 2.293036100E-02 2.284335000E-02
300 2.297990900E-02 2.214054500E-02 2.295406500E-02 2.308098300E-02
305 2.230985600E-02 2.142086000E-02 2.220907000E-02 2.198277200E-02
310 2.074719800E-02 1.986477900E-02 2.059723000E-02 2.080634100E-02
315 1.772096600E-02 1.683562500E-02 1.750502300E-02 1.768770300E-02
320 1.156990600E-02 1.066750200E-02 1.115137800E-02 1.124909700E-02
325 3.331640000E-04 -6.772790000E-04 -3.191910000E-04 -3.948550000E-04
330 -1.921348800E-02 -2.029825800E-02 -2.021367900E-02 -2.054555800E-02
335 -5.185263800E-02 -5.257566300E-02 -5.277899100E-02 -5.336515900E-02
340 -9.872142300E-02 -9.918982200E-02 -9.933836800E-02 -9.979531300E-02
