fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
0DL0 8:8 295.8 39.2 1.000E+000 3.590E+000 1.509E-011 1.902E+004 2.914E+000 7.255E-006 1.685E-004 2.316E-001 1.684E-004 1.696E-005 4.347E-001 1.483E-001 1.143E-004 7.510E-003 
0DL1 8:10 296 39.17 1.000E+000 3.688E+000 1.660E-011 1.889E+004 2.919E+000 7.375E-006 1.689E-004 2.310E-001 1.688E-004 1.692E-005 4.339E-001 1.479E-001 1.143E-004 6.951E-002 
0DL2 8:13 296.2 39.14 1.000E+000 3.631E+000 1.637E-011 1.877E+004 2.903E+000 7.298E-006 1.683E-004 2.304E-001 1.682E-004 1.682E-005 4.341E-001 1.474E-001 1.140E-004 5.937E-003 
0DL3 8:15 296.1 39.16 1.000E+000 3.646E+000 1.649E-011 1.883E+004 2.922E+000 7.511E-006 1.682E-004 2.298E-001 1.681E-004 1.671E-005 4.327E-001 1.468E-001 1.138E-004 1.478E-002 
0DL4 8:18 295.7 39.21 1.000E+000 3.649E+000 1.583E-011 1.909E+004 2.930E+000 7.459E-006 1.673E-004 2.303E-001 1.672E-004 1.667E-005 4.329E-001 1.471E-001 1.132E-004 1.856E-002 
0DL5 8:21 295.3 39.26 1.000E+000 3.666E+000 1.479E-011 1.934E+004 2.932E+000 7.342E-006 1.676E-004 2.315E-001 1.675E-004 1.682E-005 4.340E-001 1.481E-001 1.135E-004 6.294E-003 
0DL6 8:24 295.1 39.29 1.000E+000 3.599E+000 1.351E-011 1.947E+004 2.922E+000 7.125E-006 1.672E-004 2.325E-001 1.671E-004 1.692E-005 4.355E-001 1.490E-001 1.135E-004 6.477E-003 
0DL7 8:26 295.2 39.28 1.000E+000 3.630E+000 1.422E-011 1.941E+004 2.927E+000 7.152E-006 1.697E-004 2.337E-001 1.696E-004 1.729E-005 4.361E-001 1.498E-001 1.154E-004 6.730E-002 
0DL8 8:29 295.4 39.25 1.000E+000 3.612E+000 1.435E-011 1.928E+004 2.922E+000 7.186E-006 1.690E-004 2.328E-001 1.690E-004 1.713E-005 4.355E-001 1.491E-001 1.148E-004 4.551E-003 
0DL9 8:32 295.8 39.2 1.000E+000 3.601E+000 1.509E-011 1.902E+004 2.910E+000 7.203E-006 1.696E-004 2.323E-001 1.695E-004 1.714E-005 4.355E-001 1.488E-001 1.151E-004 2.692E-002 
