name time T kT_1 I
01RV 01rv.dat 295.9 39.18 3.236E-006
02RV 02rv.dat 295.9 39.18 3.232E-006
03RV 03rv.dat 298 38.91 2.534E-006
04RV 04rv.dat 298 38.91 2.606E-006
05RV 05rv.dat 300.1 38.63 2.605E-006
06RV 06rv.dat 300 38.65 2.683E-006
07RV 07rv.dat 300 38.65 2.614E-006
08RV 08rv.dat 302.1 38.38 2.852E-006
09RV 09rv.dat 302 38.39 2.785E-006
10RV 10rv.dat 302 38.39 2.812E-006
11RV 11rv.dat 302 38.39 2.733E-006
12RV 12rv.dat 305.1 38 3.041E-006
13RV 13rv.dat 305 38.01 3.130E-006
14RV 14rv.dat 305 38.01 3.004E-006
15RV 15rv.dat 305 38.01 3.134E-006
16RV 16rv.dat 307 37.77 3.966E-006
17RV 17rv.dat 307 37.77 4.079E-006
18RV 18rv.dat 307 37.77 4.002E-006
19RV 19rv.dat 307 37.77 3.945E-006
20RV 20rv.dat 310.1 37.39 4.232E-006
21RV 21rv.dat 310 37.4 4.130E-006
22RV 22rv.dat 310 37.4 4.339E-006
23RV 23rv.dat 310 37.4 4.324E-006
24RV 24rv.dat 312.1 37.15 4.418E-006
25RV 25rv.dat 312.1 37.15 3.320E-006
26RV 26rv.dat 312 37.16 4.388E-006
27RV 27rv.dat 312.1 37.15 3.898E-006
28RV 28rv.dat 315.1 36.8 4.144E-006
29RV 29rv.dat 315 36.81 4.055E-006
30RV 30rv.dat 315 36.81 3.784E-006
31RV 31rv.dat 317.1 36.56 4.166E-006
32RV 32rv.dat 317 36.57 4.129E-006
33RV 33rv.dat 317 36.57 4.115E-006
34RV 34rv.dat 320 36.23 4.354E-006
35RV 35rv.dat 320 36.23 4.341E-006
36RV 36rv.dat 320 36.23 4.084E-006
37RV 37rv.dat 322 36.01 4.602E-006
38RV 38rv.dat 322.1 36 4.563E-006
39RV 39rv.dat 322 36.01 4.698E-006
40RV 40rv.dat 325 35.67 4.809E-006
41RV 41rv.dat 325.1 35.66 5.152E-006
42RV 42rv.dat 325.1 35.66 4.958E-006
43RV 43rv.dat 327 35.46 4.815E-006
44RV 44rv.dat 327 35.46 4.878E-006
45RV 45rv.dat 330.1 35.12 5.505E-006
46RV 46rv.dat 330 35.13 5.377E-006
47RV 47rv.dat 330 35.13 5.394E-006
