name time T kT_1 I
01RV 01rv.dat 295.9 39.18 4.921E-006
02RV 02rv.dat 295.9 39.18 4.943E-006
03RV 03rv.dat 298 38.91 4.078E-006
04RV 04rv.dat 298 38.91 4.113E-006
05RV 05rv.dat 300.1 38.63 4.021E-006
06RV 06rv.dat 300 38.65 4.112E-006
07RV 07rv.dat 300 38.65 4.131E-006
08RV 08rv.dat 302.1 38.38 4.305E-006
09RV 09rv.dat 302 38.39 4.422E-006
10RV 10rv.dat 302 38.39 4.437E-006
11RV 11rv.dat 302 38.39 4.394E-006
12RV 12rv.dat 305.1 38 4.747E-006
13RV 13rv.dat 305 38.01 4.752E-006
14RV 14rv.dat 305 38.01 4.822E-006
15RV 15rv.dat 305 38.01 4.857E-006
16RV 16rv.dat 307 37.77 6.125E-006
17RV 17rv.dat 307 37.77 6.045E-006
18RV 18rv.dat 307 37.77 6.108E-006
19RV 19rv.dat 307 37.77 5.912E-006
20RV 20rv.dat 310.1 37.39 6.324E-006
21RV 21rv.dat 310 37.4 6.277E-006
22RV 22rv.dat 310 37.4 6.417E-006
23RV 23rv.dat 310 37.4 6.390E-006
24RV 24rv.dat 312.1 37.15 6.602E-006
25RV 25rv.dat 312.1 37.15 5.373E-006
26RV 26rv.dat 312 37.16 6.730E-006
27RV 27rv.dat 312.1 37.15 5.705E-006
28RV 28rv.dat 315.1 36.8 6.479E-006
29RV 29rv.dat 315 36.81 6.465E-006
30RV 30rv.dat 315 36.81 5.993E-006
31RV 31rv.dat 317.1 36.56 6.537E-006
32RV 32rv.dat 317 36.57 6.518E-006
33RV 33rv.dat 317 36.57 6.410E-006
34RV 34rv.dat 320 36.23 6.641E-006
35RV 35rv.dat 320 36.23 6.791E-006
36RV 36rv.dat 320 36.23 6.321E-006
37RV 37rv.dat 322 36.01 6.960E-006
38RV 38rv.dat 322.1 36 7.091E-006
39RV 39rv.dat 322 36.01 7.182E-006
40RV 40rv.dat 325 35.67 7.286E-006
41RV 41rv.dat 325.1 35.66 7.952E-006
42RV 42rv.dat 325.1 35.66 7.578E-006
43RV 43rv.dat 327 35.46 7.315E-006
44RV 44rv.dat 327 35.46 7.470E-006
45RV 45rv.dat 330.1 35.12 8.266E-006
46RV 46rv.dat 330 35.13 8.165E-006
47RV 47rv.dat 330 35.13 8.475E-006
