22	1.374E-4
41	1.377E-4
61	1.38E-4
79	1.382E-4
99	1.384E-4
117	1.391E-4
136	1.397E-4
156	1.399E-4
174	1.401E-4
193	1.404E-4
212	1.405E-4
232	1.406E-4
250	1.41E-4
270	1.416E-4
289	1.42E-4
308	1.421E-4
327	1.423E-4
345	1.424E-4
365	1.424E-4
384	1.428E-4
403	1.433E-4
422	1.436E-4
440	1.437E-4
459	1.438E-4
479	1.439E-4
498	1.44E-4
517	1.441E-4
535	1.446E-4
555	1.45E-4
573	1.451E-4
593	1.452E-4
611	1.452E-4
630	1.452E-4
649	1.453E-4
669	1.456E-4
688	1.461E-4
707	1.463E-4
725	1.464E-4
745	1.463E-4
764	1.462E-4
783	1.463E-4
802	1.465E-4
821	1.469E-4
839	1.472E-4
859	1.472E-4
878	1.471E-4
897	1.471E-4
916	1.471E-4
934	1.472E-4
954	1.476E-4
973	1.478E-4
992	1.48E-4
1010	1.479E-4
1030	1.479E-4
1048	1.478E-4
1068	1.478E-4
1086	1.481E-4
1105	1.485E-4
1124	1.485E-4
1144	1.484E-4
1163	1.484E-4
1182	1.484E-4
1201	1.482E-4
1219	1.485E-4
1238	1.489E-4
1257	1.49E-4
1276	1.49E-4
1295	1.489E-4
1315	1.488E-4
1334	1.487E-4
1353	1.487E-4
1371	1.49E-4
1390	1.493E-4
1409	1.493E-4
1428	1.493E-4
1448	1.492E-4
1467	1.491E-4
1485	1.491E-4
1505	1.493E-4
1523	1.497E-4
1542	1.497E-4
1562	1.496E-4
1581	1.495E-4
1600	1.495E-4
1618	1.493E-4
1638	1.496E-4
1656	1.498E-4
1675	1.499E-4
1694	1.498E-4
1714	1.498E-4
1732	1.496E-4
1751	1.495E-4
1770	1.497E-4
1790	1.5E-4
1809	1.502E-4
1827	1.501E-4
1846	1.5E-4
1865	1.498E-4
1885	1.496E-4
1904	1.498E-4
1923	1.5E-4
1942	1.503E-4
1961	1.502E-4
1979	1.502E-4
1999	1.501E-4
2018	1.499E-4
2036	1.498E-4
2056	1.501E-4
2074	1.503E-4
2094	1.504E-4
2113	1.504E-4
2132	1.501E-4
2151	1.5E-4
2169	1.499E-4
2188	1.502E-4
2207	1.505E-4
2227	1.505E-4
2246	1.504E-4
2265	1.501E-4
2283	1.501E-4
2302	1.5E-4
2322	1.501E-4
2340	1.505E-4
2359	1.506E-4
2379	1.505E-4
2398	1.505E-4
2416	1.502E-4
2436	1.501E-4
2454	1.502E-4
2473	1.505E-4
2493	1.507E-4
2511	1.506E-4
2530	1.505E-4
2549	1.503E-4
2569	1.502E-4
2587	1.502E-4
2607	1.505E-4
2625	1.507E-4
2645	1.506E-4
2663	1.505E-4
2683	1.504E-4
2702	1.502E-4
2721	1.502E-4
2739	1.505E-4
2758	1.506E-4
2778	1.506E-4
2797	1.505E-4
2815	1.505E-4
2835	1.502E-4
2854	1.502E-4
2873	1.504E-4
2891	1.507E-4
2910	1.506E-4
2929	1.505E-4
2949	1.505E-4
2968	1.503E-4
2986	1.503E-4
3005	1.505E-4
3024	1.507E-4
