N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.217368724E+00 1.214502970E+00 1.211961258E+00 1.209432860E+00
1.016672606E+01 1.217393970E+00 1.214539375E+00 1.212016014E+00 1.209500269E+00
1.033324570E+01 1.217430918E+00 1.214592592E+00 1.212120563E+00 1.209611570E+00
1.049996187E+01 1.217484957E+00 1.214670277E+00 1.212231751E+00 1.209756267E+00
1.066670514E+01 1.217563877E+00 1.214783420E+00 1.212406683E+00 1.209966249E+00
1.083333839E+01 1.217678900E+00 1.214947654E+00 1.212629075E+00 1.210263382E+00
1.100000000E+01 1.217846009E+00 1.215218316E+00 1.212943251E+00 1.210684233E+00
1.116672606E+01 1.218087693E+00 1.215556793E+00 1.213384164E+00 1.211272002E+00
1.133324570E+01 1.218434944E+00 1.216030544E+00 1.213999682E+00 1.212080557E+00
1.149996187E+01 1.218929342E+00 1.216705197E+00 1.214845794E+00 1.213168111E+00
1.166670514E+01 1.219624443E+00 1.217625685E+00 1.216004151E+00 1.214590682E+00
1.183333839E+01 1.220585419E+00 1.218863598E+00 1.217520582E+00 1.216392088E+00
1.200000000E+01 1.221885514E+00 1.220496048E+00 1.219458765E+00 1.218610714E+00
1.216672606E+01 1.223592315E+00 1.222561905E+00 1.221838435E+00 1.221231728E+00
1.233324570E+01 1.225776466E+00 1.225106655E+00 1.224611352E+00 1.224214045E+00
1.249996187E+01 1.228461897E+00 1.228116130E+00 1.227823470E+00 1.227558019E+00
1.266670514E+01 1.231661732E+00 1.231561784E+00 1.231401500E+00 1.231213246E+00
1.283333839E+01 1.235336623E+00 1.235399200E+00 1.235308855E+00 1.235158255E+00
1.300000000E+01 1.239431733E+00 1.239583201E+00 1.239519527E+00 1.239384566E+00
