N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.210134813E+00 1.207223745E+00 1.204751746E+00 1.202400637E+00
1.016672606E+01 1.210151749E+00 1.207248083E+00 1.204834076E+00 1.202447914E+00
1.033324570E+01 1.210176556E+00 1.207283699E+00 1.204886302E+00 1.202516904E+00
1.049996187E+01 1.210212877E+00 1.207335778E+00 1.204959518E+00 1.202617315E+00
1.066670514E+01 1.210266013E+00 1.207411826E+00 1.205060135E+00 1.202762967E+00
1.083333839E+01 1.210343632E+00 1.207522603E+00 1.205263487E+00 1.202973100E+00
1.100000000E+01 1.210456797E+00 1.207683439E+00 1.205472320E+00 1.203274038E+00
1.116672606E+01 1.210621273E+00 1.207915832E+00 1.205768890E+00 1.203700580E+00
1.133324570E+01 1.210859273E+00 1.208249303E+00 1.206189158E+00 1.204296747E+00
1.149996187E+01 1.211201500E+00 1.208723266E+00 1.206795609E+00 1.205114814E+00
1.166670514E+01 1.211689282E+00 1.209388135E+00 1.207631135E+00 1.206211570E+00
1.183333839E+01 1.212376102E+00 1.210304712E+00 1.208788430E+00 1.207641498E+00
1.200000000E+01 1.213327466E+00 1.211540467E+00 1.210303672E+00 1.209447769E+00
1.216672606E+01 1.214617479E+00 1.213161725E+00 1.212225698E+00 1.211653958E+00
1.233324570E+01 1.216320766E+00 1.215222509E+00 1.214581738E+00 1.214260067E+00
1.249996187E+01 1.218499794E+00 1.217752923E+00 1.217371896E+00 1.217244900E+00
1.266670514E+01 1.221190521E+00 1.220751969E+00 1.220571291E+00 1.220574823E+00
1.283333839E+01 1.224392142E+00 1.224189129E+00 1.224140067E+00 1.224215812E+00
1.300000000E+01 1.228067258E+00 1.228015662E+00 1.228037307E+00 1.228143236E+00
