N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.157666500E-02 1.128340000E-02 1.143287300E-02 1.166704100E-02
1.600000000E+01 1.559322000E-02 1.600152800E-02 1.464903100E-02 1.552463500E-02
1.700000000E+01 5.981458500E-02 5.931599700E-02 5.883186400E-02 5.936422900E-02
1.549996187E+01 -1.157088010E-01 -1.145479830E-01 -1.140208500E-01 -1.141433460E-01
1.649996187E+01 4.487826500E-02 4.591673100E-02 4.617338000E-02 4.617855000E-02
1.674996808E+01 5.501637300E-02 5.402681000E-02 5.481740100E-02 5.487477500E-02
1.624993176E+01 3.317832100E-02 3.365341700E-02 3.378095200E-02 3.217277400E-02
1.574996808E+01 -2.297483600E-02 -2.374488000E-02 -2.276126200E-02 -2.258151600E-02
1.524993176E+01 -4.530682300E-02 -3.950588600E-02 -3.074303600E-02 -2.037590400E-02
