Ytrue Ypred RSE
2000000000000.000244 110157266944.000000 16.210939
2010000000000.002930 40779255808.000000 47.310055
2020000000000.002686 4402058362880.000000 0.638113
6600000000000.007812 6482318852096.000000 0.000324
6609999999999.992188 10156863651840.000000 0.187382
6620000000000.002930 9997014016.000000 660.199241
18999999999999.996094 37305066717184.000000 0.472739
19100000000000.023438 91047610810368.000000 2.976671
19200000000000.023438 156856752275456.000000 6.292027
28999999999999.968750 236847498264576.000000 6.289597
29100000000000.035156 110926271348736.000000 2.074236
29199999999999.949219 82912884031488.000000 1.191659
3700000000000.000000 38523080015872.000000 8.507690
3709999999999.994141 62800504291328.000000 14.986436
3720000000000.005859 51791009939456.000000 11.994142
9800000000000.005859 9260791496704.000000 0.003204
9810000000000.011719 100616311406592.000000 8.354004
9820000000000.005859 240859316486144.000000 22.568196
