Ytrue Ypred RSE
1984402567019.554932 113678008320.000000 15.513631
1994305325843.833008 66163961856.000000 28.175043
2004207989300.521240 4457210314752.000000 0.673581
6533411700041.114258 7015210942464.000000 0.005065
6543291632364.187500 10566392348672.000000 0.234099
6553171535754.320312 64235556864.000000 100.027623
18769849624583.125000 35124754251776.000000 0.405716
18868446578918.812500 64420608737280.000000 1.707092
18967042534012.132812 174768091299840.000000 7.322831
28625277623119.945312 631846396231680.000000 20.118327
28723794078511.921875 1515188494794752.000000 50.769248
28822309878579.679688 1140688418766848.000000 37.601846
3666775668132.104492 70641365549056.000000 17.317161
3676666663480.042480 258208266452992.000000 68.243142
3686557607221.245117 191364046258176.000000 49.927865
9693705885210.888672 25273984614400.000000 0.990802
9703578264906.763672 1245814185787392.000000 126.394880
9713450625122.441406 2652454227279872.000000 271.073895
