N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.097058410E+00 1.097463564E+00 1.098069078E+00 1.098965672E+00 1.100276537E+00 1.102169460E+00 1.104866563E+00 1.108646386E+00 1.113826905E+00 1.120711853E+00 1.129481870E+00 1.140033338E+00 1.151828714E+00 1.163900749E+00 1.175136053E+00 1.184739442E+00 1.192528490E+00 1.198822792E+00 1.204092133E+00
1.600000000E+01 1.243486906E+00 1.246526161E+00 1.248894663E+00 1.250725894E+00 1.252139482E+00 1.253248053E+00 1.254157629E+00 1.254967644E+00 1.255772600E+00 1.256664951E+00 1.257737502E+00 1.259083334E+00 1.260792137E+00 1.262942451E+00 1.265591002E+00 1.268761702E+00 1.272439353E+00 1.276573800E+00 1.281095903E+00
1.700000000E+01 1.265448108E+00 1.274932830E+00 1.282596238E+00 1.289048240E+00 1.294721979E+00 1.299871045E+00 1.304609788E+00 1.308983233E+00 1.313040089E+00 1.316880366E+00 1.320664220E+00 1.324587952E+00 1.328842007E+00 1.333566270E+00 1.338817421E+00 1.344562019E+00 1.350700265E+00 1.357107877E+00 1.363671932E+00
1.549996187E+01 1.219129156E+00 1.220434233E+00 1.221412219E+00 1.222171458E+00 1.222803179E+00 1.223387069E+00 1.223996603E+00 1.224703407E+00 1.225579169E+00 1.226693447E+00 1.228105883E+00 1.229854276E+00 1.231944672E+00 1.234353460E+00 1.237045656E+00 1.239997406E+00 1.243202729E+00 1.246661065E+00 1.250363151E+00
1.649996187E+01 1.256689386E+00 1.262285351E+00 1.266916674E+00 1.270801586E+00 1.274063488E+00 1.276787720E+00 1.279064266E+00 1.281006652E+00 1.282752139E+00 1.284453924E+00 1.286272400E+00 1.288366279E+00 1.290880970E+00 1.293932163E+00 1.297586707E+00 1.301848484E+00 1.306659626E+00 1.311921463E+00 1.317526219E+00
1.674996808E+01 1.261818321E+00 1.269104115E+00 1.275111654E+00 1.280231640E+00 1.284692562E+00 1.288606790E+00 1.292036365E+00 1.295051637E+00 1.297763463E+00 1.300327146E+00 1.302928262E+00 1.305760602E+00 1.309000591E+00 1.312779973E+00 1.317161653E+00 1.322128878E+00 1.327597358E+00 1.333448266E+00 1.339564731E+00
1.624993176E+01 1.250420017E+00 1.254636830E+00 1.258050983E+00 1.260806043E+00 1.263012461E+00 1.264776991E+00 1.266213196E+00 1.267440694E+00 1.268581674E+00 1.269759091E+00 1.271096279E+00 1.272715436E+00 1.274732204E+00 1.277244736E+00 1.280318624E+00 1.283972787E+00 1.288174585E+00 1.292850707E+00 1.297911098E+00
1.574996808E+01 1.234147551E+00 1.236205499E+00 1.237753601E+00 1.238919994E+00 1.239815669E+00 1.240537275E+00 1.241169980E+00 1.241791174E+00 1.242474340E+00 1.243291825E+00 1.244315273E+00 1.245613111E+00 1.247246077E+00 1.249262735E+00 1.251696424E+00 1.254562422E+00 1.257854108E+00 1.261541629E+00 1.265578680E+00
1.524993176E+01 1.186171282E+00 1.186937706E+00 1.187589239E+00 1.188213746E+00 1.188895460E+00 1.189722789E+00 1.190794513E+00 1.192222209E+00 1.194125404E+00 1.196614098E+00 1.199754794E+00 1.203524967E+00 1.207778982E+00 1.212264757E+00 1.216711828E+00 1.220946889E+00 1.224947137E+00 1.228794020E+00 1.232586724E+00
