N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.113989053E+00 1.099071593E+00 1.085398649E+00 1.073107464E+00
1.600000000E+01 1.230069999E+00 1.226444559E+00 1.223376363E+00 1.220794213E+00
1.700000000E+01 1.248367467E+00 1.246333171E+00 1.244881155E+00 1.243858715E+00
1.549996187E+01 1.213358304E+00 1.209615437E+00 1.206471054E+00 1.203304357E+00
1.649996187E+01 1.233639242E+00 1.229962239E+00 1.226865646E+00 1.224765454E+00
1.674996808E+01 1.237738819E+00 1.234825691E+00 1.232162690E+00 1.230657300E+00
1.624993176E+01 1.232871986E+00 1.229007030E+00 1.225925514E+00 1.223340892E+00
1.574996808E+01 1.223208705E+00 1.219404317E+00 1.216769172E+00 1.214078702E+00
1.524993176E+01 1.192790911E+00 1.187423103E+00 1.182216085E+00 1.177340063E+00
