N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.112342794E+00 1.096509647E+00 1.081665701E+00 1.067960763E+00
1.600000000E+01 1.227859493E+00 1.224121771E+00 1.220787666E+00 1.217862858E+00
1.700000000E+01 1.237077038E+00 1.233360417E+00 1.230771699E+00 1.228558120E+00
1.549996187E+01 1.212245174E+00 1.208431782E+00 1.205153702E+00 1.201799138E+00
1.649996187E+01 1.229032607E+00 1.224616095E+00 1.220663981E+00 1.217629068E+00
1.674996808E+01 1.230464010E+00 1.226468017E+00 1.222550107E+00 1.219818678E+00
1.624993176E+01 1.229772208E+00 1.225525240E+00 1.221940846E+00 1.218761257E+00
1.574996808E+01 1.221683262E+00 1.217813458E+00 1.215027245E+00 1.212002488E+00
1.524993176E+01 1.191788159E+00 1.186176421E+00 1.180621649E+00 1.175301614E+00
