Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.199771843E+00 1.310535634E+0 -1.107637910E-01 1.199771843E+00 1.310535634E+0 -1.107637910E-01
1.468000E+10 1.199777919E+00 1.299654831E+0 -9.987691200E-02 1.199777919E+00 1.299654831E+0 -9.987691200E-02
2.154000E+10 1.199786598E+00 1.289149947E+0 -8.936334900E-02 1.199786598E+00 1.289149947E+0 -8.936334900E-02
3.162000E+10 1.199799177E+00 1.278984679E+0 -7.918550200E-02 1.199799177E+00 1.278984679E+0 -7.918550200E-02
4.642000E+10 1.199817388E+00 1.269159442E+0 -6.934205400E-02 1.199817388E+00 1.269159442E+0 -6.934205400E-02
6.813000E+10 1.199843602E+00 1.259671682E+0 -5.982808000E-02 1.199843602E+00 1.259671682E+0 -5.982808000E-02
1.000000E+11 1.199881182E+00 1.250503140E+0 -5.062195800E-02 1.199881182E+00 1.250503140E+0 -5.062195800E-02
1.468000E+11 1.199934519E+00 1.241642197E+0 -4.170767800E-02 1.199934519E+00 1.241642197E+0 -4.170767800E-02
2.154000E+11 1.200008978E+00 1.233093203E+0 -3.308422500E-02 1.200008978E+00 1.233093203E+0 -3.308422500E-02
3.162000E+11 1.200110977E+00 1.224826024E+0 -2.471504700E-02 1.200110977E+00 1.224826024E+0 -2.471504700E-02
4.642000E+11 1.200246911E+00 1.216840456E+0 -1.659354500E-02 1.200246911E+00 1.216840456E+0 -1.659354500E-02
6.813000E+11 1.200421381E+00 1.209133906E+0 -8.712525000E-03 1.200421381E+00 1.209133906E+0 -8.712525000E-03
1.000000E+12 1.200635320E+00 1.201691054E+0 -1.055734000E-03 1.200635320E+00 1.201691054E+0 -1.055734000E-03
1.468000E+12 1.200883379E+00 1.194502020E+0 6.381359000E-03 1.200883379E+00 1.194502020E+0 6.381359000E-03
2.154000E+12 1.211663788E+00 1.187569905E+0 2.409388300E-02 1.211663788E+00 1.187569905E+0 2.409388300E-02
3.162000E+12 1.212079128E+00 1.180869881E+0 3.120924700E-02 1.212079128E+00 1.180869881E+0 3.120924700E-02
4.642000E+12 1.212508333E+00 1.174401420E+0 3.810691300E-02 1.212508333E+00 1.174401420E+0 3.810691300E-02
6.813000E+12 1.212746463E+00 1.168162073E+0 4.458439000E-02 1.212746463E+00 1.168162073E+0 4.458439000E-02
1.000000E+13 1.225559376E+00 1.162139114E+0 6.342026200E-02 1.225559376E+00 1.162139114E+0 6.342026200E-02
