d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.250845935E+00 1.216592430E+00 3.425350500E-02 1.246525359E+00 1.214144584E+00 3.238077500E-02 4.320576000E-03 2.447846000E-03
150 295 1.251851897E+00 1.218825356E+00 3.302654100E-02 1.248031937E+00 1.216435448E+00 3.159648900E-02 3.819960000E-03 2.389908000E-03
150 300 1.253442233E+00 1.221342786E+00 3.209944700E-02 1.249990654E+00 1.218945613E+00 3.104504100E-02 3.451579000E-03 2.397173000E-03
150 305 1.255370219E+00 1.223673306E+00 3.169691300E-02 1.252139482E+00 1.221243323E+00 3.089615900E-02 3.230737000E-03 2.429983000E-03
150 310 1.257314890E+00 1.226678294E+00 3.063659600E-02 1.254162398E+00 1.223966497E+00 3.019590100E-02 3.152492000E-03 2.711797000E-03
150 315 1.258163566E+00 1.229362245E+00 2.880132100E-02 1.254953756E+00 1.226292617E+00 2.866113900E-02 3.209810000E-03 3.069628000E-03
150 320 1.257070910E+00 1.231298564E+00 2.577234600E-02 1.253693742E+00 1.227859493E+00 2.583424900E-02 3.377168000E-03 3.439071000E-03
150 325 1.252463193E+00 1.233192719E+00 1.927047400E-02 1.248864581E+00 1.229462704E+00 1.940187700E-02 3.598612000E-03 3.730015000E-03
150 330 1.241397155E+00 1.234438339E+00 6.958816000E-03 1.237628860E+00 1.230116636E+00 7.512224000E-03 3.768295000E-03 4.321703000E-03
150 335 1.219397756E+00 1.234003231E+00 -1.460547500E-02 1.215715334E+00 1.229056403E+00 -1.334106900E-02 3.682422000E-03 4.946828000E-03
150 340 1.179884475E+00 1.232337741E+00 -5.245326600E-02 1.176863727E+00 1.226707619E+00 -4.984389200E-02 3.020748000E-03 5.630122000E-03
180 290 1.247510351E+00 1.213702244E+00 3.380810700E-02 1.243933539E+00 1.211657598E+00 3.227594100E-02 3.576812000E-03 2.044646000E-03
180 295 1.248723799E+00 1.215994410E+00 3.272938900E-02 1.245532568E+00 1.213963072E+00 3.156949600E-02 3.191231000E-03 2.031338000E-03
180 300 1.250573930E+00 1.218619053E+00 3.195487700E-02 1.247640079E+00 1.216535324E+00 3.110475500E-02 2.933851000E-03 2.083729000E-03
180 305 1.252343955E+00 1.220725899E+00 3.161805600E-02 1.249531765E+00 1.218557282E+00 3.097448300E-02 2.812190000E-03 2.168617000E-03
180 310 1.253943637E+00 1.223354752E+00 3.058888500E-02 1.251119571E+00 1.220965427E+00 3.015414400E-02 2.824066000E-03 2.389325000E-03
180 315 1.254363799E+00 1.225688157E+00 2.867564200E-02 1.251407558E+00 1.222984972E+00 2.842258600E-02 2.956241000E-03 2.703185000E-03
