N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.778e+16 320 1.146992329E+00 1.161269652E+00
1.468000E+10 1.778e+16 320 1.151343093E+00 1.161372419E+00
2.154000E+10 1.778e+16 320 1.154534653E+00 1.161521217E+00
3.162000E+10 1.778e+16 320 1.156896460E+00 1.161736210E+00
4.642000E+10 1.778e+16 320 1.158704607E+00 1.162045789E+00
6.813000E+10 1.778e+16 320 1.160181344E+00 1.162484049E+00
1.000000E+11 1.778e+16 320 1.161511292E+00 1.163097773E+00
1.468000E+11 1.778e+16 320 1.162845797E+00 1.163939919E+00
2.154000E+11 1.778e+16 320 1.164307638E+00 1.165063679E+00
3.162000E+11 1.778e+16 320 1.165988004E+00 1.166511862E+00
4.642000E+11 1.778e+16 320 1.167930763E+00 1.168294800E+00
6.813000E+11 1.778e+16 320 1.170221468E+00 1.170475825E+00
1.000000E+12 1.778e+16 320 1.173528085E+00 1.173705495E+00
1.468000E+12 1.778e+16 320 1.175490839E+00 1.175614424E+00
2.154000E+12 1.778e+16 320 1.177389730E+00 1.177475939E+00
3.162000E+12 1.778e+16 320 1.179287124E+00 1.179347107E+00
4.642000E+12 1.778e+16 320 1.181116699E+00 1.181159866E+00
6.813000E+12 1.778e+16 320 1.182490024E+00 1.182518086E+00
1.000000E+13 1.778e+16 320 1.184093096E+00 1.184112581E+00
