N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.778e+16 310 1.152988051E+00 1.189055495E+00
1.468000E+10 1.778e+16 310 1.164627478E+00 1.189118254E+00
2.154000E+10 1.778e+16 310 1.177203432E+00 1.189210256E+00
3.162000E+10 1.778e+16 310 1.182084928E+00 1.189345049E+00
4.642000E+10 1.778e+16 310 1.185480514E+00 1.189542368E+00
6.813000E+10 1.778e+16 310 1.186372424E+00 1.189830838E+00
1.000000E+11 1.778e+16 310 1.187034457E+00 1.190251798E+00
1.468000E+11 1.778e+16 310 1.187798405E+00 1.190864499E+00
2.154000E+11 1.778e+16 310 1.189497026E+00 1.191752881E+00
3.162000E+11 1.778e+16 310 1.191355801E+00 1.193034028E+00
4.642000E+11 1.778e+16 310 1.193594266E+00 1.194520100E+00
6.813000E+11 1.778e+16 310 1.194792842E+00 1.194986550E+00
1.000000E+12 1.778e+16 310 1.195423222E+00 1.195555595E+00
1.468000E+12 1.778e+16 310 1.196121459E+00 1.196211935E+00
2.154000E+12 1.778e+16 310 1.196935917E+00 1.196913265E+00
3.162000E+12 1.778e+16 310 1.206450511E+00 1.207163884E+00
4.642000E+12 1.778e+16 310 1.207970104E+00 1.208022270E+00
6.813000E+12 1.778e+16 310 1.208647973E+00 1.208671097E+00
1.000000E+13 1.778e+16 310 1.209118251E+00 1.209132796E+00
