N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.778e+16 305 1.168386562E+00 1.186566795E+00
1.468000E+10 1.778e+16 305 1.174080420E+00 1.186578283E+00
2.154000E+10 1.778e+16 305 1.176813720E+00 1.186595008E+00
3.162000E+10 1.778e+16 305 1.180632096E+00 1.186619493E+00
4.642000E+10 1.778e+16 305 1.184202416E+00 1.186654981E+00
6.813000E+10 1.778e+16 305 1.185220086E+00 1.186706106E+00
1.000000E+11 1.778e+16 305 1.185764100E+00 1.186779445E+00
1.468000E+11 1.778e+16 305 1.186190180E+00 1.186883405E+00
2.154000E+11 1.778e+16 305 1.186555585E+00 1.187028663E+00
3.162000E+11 1.778e+16 305 1.186904729E+00 1.187227514E+00
4.642000E+11 1.778e+16 305 1.187271881E+00 1.187492095E+00
6.813000E+11 1.778e+16 305 1.187681300E+00 1.187831541E+00
1.000000E+12 1.778e+16 305 1.191599908E+00 1.193026985E+00
1.468000E+12 1.778e+16 305 1.198300058E+00 1.198376321E+00
2.154000E+12 1.778e+16 305 1.198888906E+00 1.198940871E+00
3.162000E+12 1.778e+16 305 1.199523952E+00 1.199558802E+00
4.642000E+12 1.778e+16 305 1.200270825E+00 1.200294656E+00
6.813000E+12 1.778e+16 305 1.200606144E+00 1.200622376E+00
1.000000E+13 1.778e+16 305 1.204417241E+00 1.204991276E+00
