N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.778e+16 340 1.149855122E+00 1.172625513E+00
1.468000E+10 1.778e+16 340 1.156516503E+00 1.172753884E+00
2.154000E+10 1.778e+16 340 1.161502037E+00 1.172940276E+00
3.162000E+10 1.778e+16 340 1.165220452E+00 1.173210669E+00
4.642000E+10 1.778e+16 340 1.168048587E+00 1.173600372E+00
6.813000E+10 1.778e+16 340 1.170314014E+00 1.174161023E+00
1.000000E+11 1.778e+16 340 1.172294603E+00 1.174958568E+00
1.468000E+11 1.778e+16 340 1.174229061E+00 1.176076279E+00
2.154000E+11 1.778e+16 340 1.176274006E+00 1.176592948E+00
3.162000E+11 1.778e+16 340 1.176944615E+00 1.177187526E+00
4.642000E+11 1.778e+16 340 1.177836932E+00 1.178280464E+00
6.813000E+11 1.778e+16 340 1.181040144E+00 1.181471400E+00
1.000000E+12 1.778e+16 340 1.185585956E+00 1.185893054E+00
1.468000E+12 1.778e+16 340 1.187565918E+00 1.187633919E+00
2.154000E+12 1.778e+16 340 1.189951368E+00 1.190099369E+00
3.162000E+12 1.778e+16 340 1.193607073E+00 1.193712406E+00
4.642000E+12 1.778e+16 340 1.197461479E+00 1.197536297E+00
6.813000E+12 1.778e+16 340 1.200693001E+00 1.200746206E+00
1.000000E+13 1.778e+16 340 1.205225327E+00 1.205314329E+00
