N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.778e+16 335 1.174463201E+00 1.204815328E+00
1.468000E+10 1.778e+16 335 1.182556706E+00 1.204883116E+00
2.154000E+10 1.778e+16 335 1.190253127E+00 1.204982038E+00
3.162000E+10 1.778e+16 335 1.195844754E+00 1.205126128E+00
4.642000E+10 1.778e+16 335 1.198902920E+00 1.205333355E+00
6.813000E+10 1.778e+16 335 1.201195200E+00 1.205633006E+00
1.000000E+11 1.778e+16 335 1.203002641E+00 1.206058648E+00
1.468000E+11 1.778e+16 335 1.204554617E+00 1.206657320E+00
2.154000E+11 1.778e+16 335 1.206034989E+00 1.207482199E+00
3.162000E+11 1.778e+16 335 1.207595271E+00 1.208592648E+00
4.642000E+11 1.778e+16 335 1.209349467E+00 1.210038214E+00
6.813000E+11 1.778e+16 335 1.211367409E+00 1.211844257E+00
1.000000E+12 1.778e+16 335 1.213660160E+00 1.213991197E+00
1.468000E+12 1.778e+16 335 1.216095323E+00 1.216322309E+00
2.154000E+12 1.778e+16 335 1.218692340E+00 1.218851855E+00
3.162000E+12 1.778e+16 335 1.221201199E+00 1.221312683E+00
4.642000E+12 1.778e+16 335 1.223408307E+00 1.223485946E+00
6.813000E+12 1.778e+16 335 1.225938543E+00 1.225992530E+00
1.000000E+13 1.778e+16 335 1.231740655E+00 1.231779506E+00
