N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.778e+16 330 1.147943112E+00 1.168067547E+00
1.468000E+10 1.778e+16 330 1.153892209E+00 1.168180901E+00
2.154000E+10 1.778e+16 330 1.158313594E+00 1.168345762E+00
3.162000E+10 1.778e+16 330 1.161594752E+00 1.168584288E+00
4.642000E+10 1.778e+16 330 1.164082454E+00 1.168928476E+00
6.813000E+10 1.778e+16 330 1.166067658E+00 1.169418643E+00
1.000000E+11 1.778e+16 330 1.167796617E+00 1.170112078E+00
1.468000E+11 1.778e+16 330 1.169472868E+00 1.170846385E+00
2.154000E+11 1.778e+16 330 1.170965856E+00 1.171460674E+00
3.162000E+11 1.778e+16 330 1.171952597E+00 1.172334466E+00
4.642000E+11 1.778e+16 330 1.173257237E+00 1.173561891E+00
6.813000E+11 1.778e+16 330 1.175005139E+00 1.175257761E+00
1.000000E+12 1.778e+16 330 1.177538362E+00 1.177794697E+00
1.468000E+12 1.778e+16 330 1.180540249E+00 1.180736966E+00
2.154000E+12 1.778e+16 330 1.184486673E+00 1.184668453E+00
3.162000E+12 1.778e+16 330 1.189030558E+00 1.189139617E+00
4.642000E+12 1.778e+16 330 1.192912025E+00 1.193017948E+00
6.813000E+12 1.778e+16 330 1.195945446E+00 1.195991027E+00
1.000000E+13 1.778e+16 330 1.197926939E+00 1.197958015E+00
