N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.778e+16 300 1.159415186E+00 1.186480171E+00
1.468000E+10 1.778e+16 300 1.173881521E+00 1.186597726E+00
2.154000E+10 1.778e+16 300 1.175766247E+00 1.186770030E+00
3.162000E+10 1.778e+16 300 1.176936819E+00 1.187022366E+00
4.642000E+10 1.778e+16 300 1.177756740E+00 1.187391543E+00
6.813000E+10 1.778e+16 300 1.178338940E+00 1.187930855E+00
1.000000E+11 1.778e+16 300 1.178764920E+00 1.188716982E+00
1.468000E+11 1.778e+16 300 1.182417949E+00 1.189217786E+00
2.154000E+11 1.778e+16 300 1.186073346E+00 1.189331073E+00
3.162000E+11 1.778e+16 300 1.189207485E+00 1.189486357E+00
4.642000E+11 1.778e+16 300 1.189503410E+00 1.189693563E+00
6.813000E+11 1.778e+16 300 1.189830458E+00 1.189960087E+00
1.000000E+12 1.778e+16 300 1.190199225E+00 1.190287597E+00
1.468000E+12 1.778e+16 300 1.190608159E+00 1.190668416E+00
2.154000E+12 1.778e+16 300 1.191001190E+00 1.191053636E+00
3.162000E+12 1.778e+16 300 1.191408475E+00 1.191521575E+00
4.642000E+12 1.778e+16 300 1.192062511E+00 1.192126187E+00
6.813000E+12 1.778e+16 300 1.202615125E+00 1.202638747E+00
1.000000E+13 1.778e+16 300 1.202927230E+00 1.202937967E+00
