N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.778e+16 305 1.139583322E+00 1.147278171E+00
1.468000E+10 1.778e+16 305 1.142023611E+00 1.147362533E+00
2.154000E+10 1.778e+16 305 1.143798609E+00 1.147484714E+00
3.162000E+10 1.778e+16 305 1.145123036E+00 1.147659884E+00
4.642000E+10 1.778e+16 305 1.146166682E+00 1.147909515E+00
6.813000E+10 1.778e+16 305 1.147062828E+00 1.148259320E+00
1.000000E+11 1.778e+16 305 1.147920083E+00 1.148741661E+00
1.468000E+11 1.778e+16 305 1.148824029E+00 1.149388651E+00
2.154000E+11 1.778e+16 305 1.149838935E+00 1.150227583E+00
3.162000E+11 1.778e+16 305 1.151000326E+00 1.151268258E+00
4.642000E+11 1.778e+16 305 1.152307583E+00 1.152492607E+00
6.813000E+11 1.778e+16 305 1.154234021E+00 1.154361946E+00
1.000000E+12 1.778e+16 305 1.155731646E+00 1.155820157E+00
1.468000E+12 1.778e+16 305 1.157098213E+00 1.157159534E+00
2.154000E+12 1.778e+16 305 1.161918188E+00 1.162197230E+00
3.162000E+12 1.778e+16 305 1.16534531E+00 1.16534531E+00
4.642000E+12 1.778e+16 305 1.170405381E+00 1.170426939E+00
6.813000E+12 1.778e+16 305 1.171340513E+00 1.171355327E+00
1.000000E+13 1.778e+16 305 1.171778963E+00 1.171789123E+00
