N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.778e+16 325 1.147884272E+00 1.164951859E+00
1.468000E+10 1.778e+16 325 1.153008919E+00 1.165059736E+00
2.154000E+10 1.778e+16 325 1.156790351E+00 1.165216532E+00
3.162000E+10 1.778e+16 325 1.159591255E+00 1.165444161E+00
4.642000E+10 1.778e+16 325 1.161722789E+00 1.165771644E+00
6.813000E+10 1.778e+16 325 1.163442910E+00 1.166237726E+00
1.000000E+11 1.778e+16 325 1.164964131E+00 1.166892457E+00
1.468000E+11 1.778e+16 325 1.166464866E+00 1.167796469E+00
2.154000E+11 1.778e+16 325 1.168092289E+00 1.168927435E+00
3.162000E+11 1.778e+16 325 1.169549691E+00 1.169959565E+00
4.642000E+11 1.778e+16 325 1.171074839E+00 1.171404023E+00
6.813000E+11 1.778e+16 325 1.173115339E+00 1.173390224E+00
1.000000E+12 1.778e+16 325 1.175918908E+00 1.176158653E+00
1.468000E+12 1.778e+16 325 1.179546706E+00 1.179763370E+00
2.154000E+12 1.778e+16 325 1.182834196E+00 1.182941297E+00
3.162000E+12 1.778e+16 325 1.185701931E+00 1.185776858E+00
4.642000E+12 1.778e+16 325 1.187838275E+00 1.187890643E+00
6.813000E+12 1.778e+16 325 1.189351517E+00 1.189387736E+00
1.000000E+13 1.778e+16 325 1.191219326E+00 1.191244569E+00
