N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.778e+16 310 1.142771852E+00 1.152356538E+00
1.468000E+10 1.778e+16 310 1.145772631E+00 1.152447017E+00
2.154000E+10 1.778e+16 310 1.147958188E+00 1.152578339E+00
3.162000E+10 1.778e+16 310 1.149581267E+00 1.152767010E+00
4.642000E+10 1.778e+16 310 1.150844858E+00 1.153036605E+00
6.813000E+10 1.778e+16 310 1.151909504E+00 1.153415905E+00
1.000000E+11 1.778e+16 310 1.152906835E+00 1.153942232E+00
1.468000E+11 1.778e+16 310 1.153941738E+00 1.154654123E+00
2.154000E+11 1.778e+16 310 1.155096013E+00 1.155586944E+00
3.162000E+11 1.778e+16 310 1.156421243E+00 1.156760192E+00
4.642000E+11 1.778e+16 310 1.157928042E+00 1.158162583E+00
6.813000E+11 1.778e+16 310 1.159990065E+00 1.160152573E+00
1.000000E+12 1.778e+16 310 1.161870232E+00 1.161983218E+00
1.468000E+12 1.778e+16 310 1.163396950E+00 1.163475328E+00
2.154000E+12 1.778e+16 310 1.164741759E+00 1.164795913E+00
3.162000E+12 1.778e+16 310 1.166152809E+00 1.166190144E+00
4.642000E+12 1.778e+16 310 1.174755390E+00 1.174981994E+00
6.813000E+12 1.778e+16 310 1.178520902E+00 1.178540384E+00
1.000000E+13 1.778e+16 310 1.179361954E+00 1.179375387E+00
