N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.778e+16 315 1.140592265E+00 1.192214681E+00
1.468000E+10 1.778e+16 315 1.161535884E+00 1.192296883E+00
2.154000E+10 1.778e+16 315 1.174500071E+00 1.192417336E+00
3.162000E+10 1.778e+16 315 1.185300501E+00 1.192593734E+00
4.642000E+10 1.778e+16 315 1.187280123E+00 1.192851773E+00
6.813000E+10 1.778e+16 315 1.188363228E+00 1.193228646E+00
1.000000E+11 1.778e+16 315 1.189173678E+00 1.193777797E+00
1.468000E+11 1.778e+16 315 1.190481361E+00 1.194575399E+00
2.154000E+11 1.778e+16 315 1.192734968E+00 1.195079884E+00
3.162000E+11 1.778e+16 315 1.194941583E+00 1.195431606E+00
4.642000E+11 1.778e+16 315 1.195562436E+00 1.195897452E+00
6.813000E+11 1.778e+16 315 1.196262344E+00 1.196491525E+00
1.000000E+12 1.778e+16 315 1.197057036E+00 1.197213868E+00
1.468000E+12 1.778e+16 315 1.199309120E+00 1.199824221E+00
2.154000E+12 1.778e+16 315 1.204343999E+00 1.204318521E+00
3.162000E+12 1.778e+16 315 1.205141259E+00 1.205258075E+00
4.642000E+12 1.778e+16 315 1.206027553E+00 1.206092423E+00
6.813000E+12 1.778e+16 315 1.216493682E+00 1.216522996E+00
1.000000E+13 1.778e+16 315 1.217093805E+00 1.217112234E+00
