N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.778e+16 335 1.147162834E+00 1.170576763E+00
1.468000E+10 1.778e+16 335 1.153968877E+00 1.170693727E+00
2.154000E+10 1.778e+16 335 1.159069204E+00 1.170864770E+00
3.162000E+10 1.778e+16 335 1.162868387E+00 1.171113904E+00
4.642000E+10 1.778e+16 335 1.165739582E+00 1.171470524E+00
6.813000E+10 1.778e+16 335 1.168012794E+00 1.171983343E+00
1.000000E+11 1.778e+16 335 1.169960857E+00 1.172709134E+00
1.468000E+11 1.778e+16 335 1.171817751E+00 1.173721428E+00
2.154000E+11 1.778e+16 335 1.173781398E+00 1.174266999E+00
3.162000E+11 1.778e+16 335 1.174653511E+00 1.175009486E+00
4.642000E+11 1.778e+16 335 1.175773553E+00 1.176055746E+00
6.813000E+11 1.778e+16 335 1.177292207E+00 1.177730388E+00
1.000000E+12 1.778e+16 335 1.181256933E+00 1.181567556E+00
1.468000E+12 1.778e+16 335 1.183955312E+00 1.184174219E+00
2.154000E+12 1.778e+16 335 1.187460068E+00 1.187615043E+00
3.162000E+12 1.778e+16 335 1.190457750E+00 1.190552043E+00
4.642000E+12 1.778e+16 335 1.194474632E+00 1.194550395E+00
6.813000E+12 1.778e+16 335 1.197940779E+00 1.198032422E+00
1.000000E+13 1.778e+16 335 1.202926270E+00 1.203016265E+00
