N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.778e+16 320 1.179273917E+00 1.195821210E+00
1.468000E+10 1.778e+16 320 1.184248050E+00 1.195848274E+00
2.154000E+10 1.778e+16 320 1.187823967E+00 1.195887599E+00
3.162000E+10 1.778e+16 320 1.190373411E+00 1.195945282E+00
4.642000E+10 1.778e+16 320 1.192194247E+00 1.196028670E+00
6.813000E+10 1.778e+16 320 1.193517261E+00 1.196148803E+00
1.000000E+11 1.778e+16 320 1.194517675E+00 1.196320628E+00
1.468000E+11 1.778e+16 320 1.195329665E+00 1.196563733E+00
2.154000E+11 1.778e+16 320 1.196057498E+00 1.196901910E+00
3.162000E+11 1.778e+16 320 1.196763435E+00 1.197341173E+00
4.642000E+11 1.778e+16 320 1.197553582E+00 1.197949177E+00
6.813000E+11 1.778e+16 320 1.198449954E+00 1.198721020E+00
1.000000E+12 1.778e+16 320 1.200351844E+00 1.201182925E+00
1.468000E+12 1.778e+16 320 1.204563763E+00 1.204695675E+00
2.154000E+12 1.778e+16 320 1.206117726E+00 1.206206149E+00
3.162000E+12 1.778e+16 320 1.207240341E+00 1.207301059E+00
4.642000E+12 1.778e+16 320 1.213439928E+00 1.213484273E+00
6.813000E+12 1.778e+16 320 1.214390971E+00 1.214421416E+00
1.000000E+13 1.778e+16 320 1.220598411E+00 1.220975694E+00
