N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.778e+16 340 1.161288024E+00 1.192129193E+00
1.468000E+10 1.778e+16 340 1.171080603E+00 1.192345999E+00
2.154000E+10 1.778e+16 340 1.177550086E+00 1.192631755E+00
3.162000E+10 1.778e+16 340 1.180775669E+00 1.193046027E+00
4.642000E+10 1.778e+16 340 1.186095462E+00 1.193641672E+00
6.813000E+10 1.778e+16 340 1.189346945E+00 1.194492587E+00
1.000000E+11 1.778e+16 340 1.192111874E+00 1.195691079E+00
1.468000E+11 1.778e+16 340 1.194855293E+00 1.197349778E+00
2.154000E+11 1.778e+16 340 1.196811729E+00 1.198318971E+00
3.162000E+11 1.778e+16 340 1.198561394E+00 1.199602583E+00
4.642000E+11 1.778e+16 340 1.201165867E+00 1.202031920E+00
6.813000E+11 1.778e+16 340 1.207651329E+00 1.208569376E+00
1.000000E+12 1.778e+16 340 1.215515726E+00 1.215904400E+00
1.468000E+12 1.778e+16 340 1.219321823E+00 1.219594252E+00
2.154000E+12 1.778e+16 340 1.221802715E+00 1.221993695E+00
3.162000E+12 1.778e+16 340 1.225216954E+00 1.225350552E+00
4.642000E+12 1.778e+16 340 1.228058791E+00 1.228152944E+00
6.813000E+12 1.778e+16 340 1.230769428E+00 1.230835344E+00
1.000000E+13 1.778e+16 340 1.232950838E+00 1.232996970E+00
