N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.778e+16 315 1.145271399E+00 1.157049090E+00
1.468000E+10 1.778e+16 315 1.148909824E+00 1.157145149E+00
2.154000E+10 1.778e+16 315 1.151568017E+00 1.157285663E+00
3.162000E+10 1.778e+16 315 1.153536806E+00 1.157487944E+00
4.642000E+10 1.778e+16 315 1.155054638E+00 1.157777327E+00
6.813000E+10 1.778e+16 315 1.156312724E+00 1.158186452E+00
1.000000E+11 1.778e+16 315 1.157467660E+00 1.158757021E+00
1.468000E+11 1.778e+16 315 1.158646105E+00 1.159534208E+00
2.154000E+11 1.778e+16 315 1.159949535E+00 1.160562346E+00
3.162000E+11 1.778e+16 315 1.161448491E+00 1.161872309E+00
4.642000E+11 1.778e+16 315 1.163167849E+00 1.163461730E+00
6.813000E+11 1.778e+16 315 1.165121388E+00 1.165325882E+00
1.000000E+12 1.778e+16 315 1.168031649E+00 1.168173780E+00
1.468000E+12 1.778e+16 315 1.169844875E+00 1.169943752E+00
2.154000E+12 1.778e+16 315 1.171422864E+00 1.171491457E+00
3.162000E+12 1.778e+16 315 1.172825201E+00 1.172872763E+00
4.642000E+12 1.778e+16 315 1.174338788E+00 1.174371675E+00
6.813000E+12 1.778e+16 315 1.179071744E+00 1.179265824E+00
1.000000E+13 1.778e+16 315 1.186648002E+00 1.186665133E+00
