N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.778e+16 290 1.159928807E+00 1.173894512E+00
1.468000E+10 1.778e+16 290 1.163570955E+00 1.173899126E+00
2.154000E+10 1.778e+16 290 1.171638692E+00 1.173905637E+00
3.162000E+10 1.778e+16 290 1.172363805E+00 1.173915043E+00
4.642000E+10 1.778e+16 290 1.172868621E+00 1.173928586E+00
6.813000E+10 1.778e+16 290 1.173224549E+00 1.173948104E+00
1.000000E+11 1.778e+16 290 1.173482532E+00 1.173976103E+00
1.468000E+11 1.778e+16 290 1.173679305E+00 1.174015819E+00
2.154000E+11 1.778e+16 290 1.173842206E+00 1.174071538E+00
3.162000E+11 1.778e+16 290 1.173991958E+00 1.174148198E+00
4.642000E+11 1.778e+16 290 1.174144511E+00 1.174250920E+00
6.813000E+11 1.778e+16 290 1.174311347E+00 1.176283798E+00
1.000000E+12 1.778e+16 290 1.181627048E+00 1.184075991E+00
1.468000E+12 1.778e+16 290 1.184872250E+00 1.184909120E+00
2.154000E+12 1.778e+16 290 1.185091560E+00 1.185116623E+00
3.162000E+12 1.778e+16 290 1.185411041E+00 1.185427828E+00
4.642000E+12 1.778e+16 290 1.185743105E+00 1.185754540E+00
6.813000E+12 1.778e+16 290 1.196697940E+00 1.196706535E+00
1.000000E+13 1.778e+16 290 1.209161171E+00 1.209167748E+00
