N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.778e+16 290 1.126519885E+00 1.132197706E+00
1.468000E+10 1.778e+16 290 1.127736785E+00 1.132394592E+00
2.154000E+10 1.778e+16 290 1.128628315E+00 1.132682074E+00
3.162000E+10 1.778e+16 290 1.129921694E+00 1.133100827E+00
4.642000E+10 1.778e+16 290 1.131371045E+00 1.133708693E+00
6.813000E+10 1.778e+16 290 1.132856431E+00 1.134586675E+00
1.000000E+11 1.778e+16 290 1.134545837E+00 1.135845987E+00
1.468000E+11 1.778e+16 290 1.136634480E+00 1.137634640E+00
2.154000E+11 1.778e+16 290 1.139347956E+00 1.140141562E+00
3.162000E+11 1.778e+16 290 1.142548261E+00 1.142685171E+00
4.642000E+11 1.778e+16 290 1.143613128E+00 1.143707200E+00
6.813000E+11 1.778e+16 290 1.144715719E+00 1.144780383E+00
1.000000E+12 1.778e+16 290 1.145627634E+00 1.145671964E+00
1.468000E+12 1.778e+16 290 1.146452939E+00 1.146483398E+00
2.154000E+12 1.778e+16 290 1.147245035E+00 1.147264682E+00
3.162000E+12 1.778e+16 290 1.147893659E+00 1.147907116E+00
4.642000E+12 1.778e+16 290 1.148678060E+00 1.148988216E+00
6.813000E+12 1.778e+16 290 1.15005053E+00 1.15005053E+00
1.000000E+13 1.778e+16 290 1.15112858E+00 1.15112858E+00
