N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.778e+16 295 1.162230991E+00 1.181572616E+00
1.468000E+10 1.778e+16 295 1.165245254E+00 1.181579048E+00
2.154000E+10 1.778e+16 295 1.167355260E+00 1.181588354E+00
3.162000E+10 1.778e+16 295 1.172700445E+00 1.181601746E+00
4.642000E+10 1.778e+16 295 1.179206832E+00 1.181621162E+00
6.813000E+10 1.778e+16 295 1.179998437E+00 1.181649153E+00
1.000000E+11 1.778e+16 295 1.180561994E+00 1.181689424E+00
1.468000E+11 1.778e+16 295 1.180977066E+00 1.181746534E+00
2.154000E+11 1.778e+16 295 1.181301629E+00 1.181826550E+00
3.162000E+11 1.778e+16 295 1.181578418E+00 1.181936406E+00
4.642000E+11 1.778e+16 295 1.181839171E+00 1.182083288E+00
6.813000E+11 1.778e+16 295 1.182106351E+00 1.182272800E+00
1.000000E+12 1.778e+16 295 1.182393027E+00 1.182506519E+00
1.468000E+12 1.778e+16 295 1.182701940E+00 1.182779331E+00
2.154000E+12 1.778e+16 295 1.182955555E+00 1.183058494E+00
3.162000E+12 1.778e+16 295 1.193473876E+00 1.193597123E+00
4.642000E+12 1.778e+16 295 1.194074197E+00 1.194182089E+00
6.813000E+12 1.778e+16 295 1.194287333E+00 1.194394527E+00
1.000000E+13 1.778e+16 295 1.194703617E+00 1.194753837E+00
