N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.778e+16 300 1.135739998E+00 1.141834181E+00
1.468000E+10 1.778e+16 300 1.137697922E+00 1.141912937E+00
2.154000E+10 1.778e+16 300 1.139121946E+00 1.142025417E+00
3.162000E+10 1.778e+16 300 1.140192998E+00 1.142187994E+00
4.642000E+10 1.778e+16 300 1.141048641E+00 1.142417505E+00
6.813000E+10 1.778e+16 300 1.141799721E+00 1.142738508E+00
1.000000E+11 1.778e+16 300 1.142533394E+00 1.143177397E+00
1.468000E+11 1.778e+16 300 1.143318701E+00 1.143760845E+00
2.154000E+11 1.778e+16 300 1.144204383E+00 1.144508352E+00
3.162000E+11 1.778e+16 300 1.145213129E+00 1.145422376E+00
4.642000E+11 1.778e+16 300 1.146335033E+00 1.146479259E+00
6.813000E+11 1.778e+16 300 1.148066442E+00 1.148166183E+00
1.000000E+12 1.778e+16 300 1.151734605E+00 1.152093611E+00
1.468000E+12 1.778e+16 300 1.158702819E+00 1.159035905E+00
2.154000E+12 1.778e+16 300 1.161284560E+00 1.161320494E+00
3.162000E+12 1.778e+16 300 1.161978746E+00 1.162005164E+00
4.642000E+12 1.778e+16 300 1.162856880E+00 1.162874109E+00
6.813000E+12 1.778e+16 300 1.163679899E+00 1.163691527E+00
1.000000E+13 1.778e+16 300 1.164421630E+00 1.164429628E+00
