N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.778E+16 325 3.800E-4 3.772380E+1 1.684300E+1 5.552010E-1 8.041810E+1
1.468000E+10 1.778E+16 325 3.800E-4 3.767610E+1 1.681220E+1 5.550070E-1 8.040070E+1
2.154000E+10 1.778E+16 325 3.800E-4 3.760762E+1 1.676800E+1 5.547250E-1 8.037620E+1
3.162000E+10 1.778E+16 325 3.800E-4 3.751025E+1 1.670530E+1 5.543180E-1 8.034270E+1
4.642000E+10 1.778E+16 325 3.800E-4 3.737375E+1 1.661780E+1 5.537320E-1 8.029820E+1
6.813000E+10 1.778E+16 325 3.800E-4 3.718605E+1 1.649790E+1 5.529020E-1 8.024150E+1
1.000000E+11 1.778E+16 325 3.800E-4 3.693469E+1 1.633820E+1 5.517450E-1 8.017330E+1
1.468000E+11 1.778E+16 325 3.800E-4 3.660946E+1 1.613280E+1 5.501760E-1 8.009680E+1
2.154000E+11 1.778E+16 325 3.800E-4 3.620616E+1 1.587970E+1 5.480680E-1 8.002510E+1
3.162000E+11 1.778E+16 325 3.800E-4 3.572961E+1 1.557680E+1 5.454970E-1 7.992040E+1
4.642000E+11 1.778E+16 325 3.800E-4 3.519327E+1 1.524670E+1 5.425520E-1 7.984990E+1
6.813000E+11 1.778E+16 325 3.800E-4 3.461403E+1 1.489260E+1 5.393150E-1 7.977670E+1
1.000000E+12 1.778E+16 325 3.800E-4 3.400507E+1 1.451490E+1 5.358010E-1 7.966460E+1
1.468000E+12 1.778E+16 325 3.800E-4 3.337156E+1 1.413010E+1 5.321140E-1 7.957260E+1
2.154000E+12 1.778E+16 325 3.800E-4 3.271169E+1 1.373100E+1 5.281370E-1 7.947920E+1
3.162000E+12 1.778E+16 325 3.800E-4 3.202070E+1 1.330890E+1 5.238690E-1 7.933930E+1
4.642000E+12 1.778E+16 325 3.800E-4 3.129416E+1 1.287640E+1 5.193480E-1 7.922690E+1
6.813000E+12 1.778E+16 325 3.800E-4 3.052922E+1 1.242010E+1 5.144850E-1 7.907490E+1
1.000000E+13 1.778E+16 325 3.800E-4 2.972445E+1 1.195350E+1 5.094260E-1 7.894050E+1
1.468000E+13 1.778E+16 325 3.800E-4 2.887952E+1 1.146600E+1 5.040580E-1 7.876630E+1
2.154000E+13 1.778E+16 325 3.800E-4 2.799507E+1 1.097040E+1 4.985140E-1 7.860750E+1
3.162000E+13 1.778E+16 325 3.800E-4 2.707270E+1 1.045790E+1 4.927390E-1 7.839670E+1
4.642000E+13 1.778E+16 325 3.800E-4 2.611508E+1 9.941700E+0 4.867580E-1 7.820910E+1
6.813000E+13 1.778E+16 325 3.800E-4 2.512589E+1 9.413400E+0 4.806410E-1 7.794770E+1
1.000000E+14 1.778E+16 325 3.800E-4 2.410986E+1 8.886600E+0 4.742520E-1 7.771980E+1
