N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.016603365E+00 1.015154463E+00 1.014103455E+00 1.013298431E+00
1.600000000E+01 1.234079079E+00 1.228608156E+00 1.223473275E+00 1.219139156E+00
1.700000000E+01 1.239794907E+00 1.232170346E+00 1.225404709E+00 1.219678257E+00
1.549996187E+01 1.199795577E+00 1.192072401E+00 1.185150195E+00 1.178376384E+00
1.649996187E+01 1.235378782E+00 1.228582430E+00 1.222268807E+00 1.216678222E+00
1.674996808E+01 1.235306079E+00 1.227884407E+00 1.221053091E+00 1.214986302E+00
1.624993176E+01 1.236953900E+00 1.230910831E+00 1.225364728E+00 1.220333983E+00
1.574996808E+01 1.224111795E+00 1.218717679E+00 1.213837463E+00 1.209343741E+00
1.524993176E+01 1.110038154E+00 1.091684456E+00 1.074486046E+00 1.058463354E+00
