T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
315 001_315 36.807 4.493280E-1 3.653657E-1 7.803000E+1 2.562030E+1 3.759860E-1 3.407072E-1 5.000000E-1 1.000000E+10 1.000000E+10 2.300E-4 1.000E+16
315 002_315 36.807 4.489570E-1 3.646526E-1 7.801790E+1 2.554520E+1 3.756540E-1 3.400085E-1 5.000000E-1 1.468000E+10 1.468000E+10 2.300E-4 1.000E+16
315 003_315 36.807 4.484240E-1 3.636174E-1 7.800020E+1 2.543670E+1 3.751660E-1 3.390048E-1 5.000000E-1 2.154000E+10 2.154000E+10 2.300E-4 1.000E+16
315 004_315 36.807 4.476690E-1 3.621220E-1 7.797440E+1 2.528100E+1 3.744630E-1 3.375632E-1 5.000000E-1 3.162000E+10 3.162000E+10 2.300E-4 1.000E+16
315 005_315 36.807 4.466130E-1 3.599774E-1 7.793700E+1 2.506000E+1 3.734670E-1 3.355045E-1 5.000000E-1 4.642000E+10 4.642000E+10 2.300E-4 1.000E+16
315 006_315 36.807 4.451640E-1 3.569329E-1 7.788350E+1 2.475040E+1 3.721000E-1 3.325774E-1 5.000000E-1 6.813000E+10 6.813000E+10 2.300E-4 1.000E+16
315 007_315 36.807 4.432230E-1 3.526729E-1 7.780800E+1 2.432490E+1 3.702640E-1 3.284795E-1 5.000000E-1 1.000000E+11 1.000000E+11 2.300E-4 1.000E+16
315 008_315 36.807 4.406990E-1 3.468291E-1 7.770500E+1 2.375400E+1 3.678420E-1 3.228832E-1 5.000000E-1 1.468000E+11 1.468000E+11 2.300E-4 1.000E+16
315 009_315 36.807 4.373970E-1 3.390230E-1 7.759250E+1 2.301210E+1 3.647950E-1 3.154102E-1 5.000000E-1 2.154000E+11 2.154000E+11 2.300E-4 1.000E+16
315 010_315 36.807 4.334350E-1 3.289482E-1 7.744500E+1 2.208390E+1 3.610840E-1 3.057995E-1 5.000000E-1 3.162000E+11 3.162000E+11 2.300E-4 1.000E+16
315 011_315 36.807 4.288500E-1 3.164824E-1 7.726570E+1 2.097360E+1 3.567680E-1 2.939383E-1 5.000000E-1 4.642000E+11 4.642000E+11 2.300E-4 1.000E+16
315 012_315 36.807 4.236690E-1 3.017854E-1 7.707230E+1 1.970850E+1 3.519630E-1 2.799794E-1 5.000000E-1 6.813000E+11 6.813000E+11 2.300E-4 1.000E+16
315 013_315 36.807 4.181350E-1 2.853088E-1 7.684900E+1 1.833590E+1 3.467870E-1 2.643673E-1 5.000000E-1 1.000000E+12 1.000000E+12 2.300E-4 1.000E+16
315 014_315 36.807 4.123110E-1 2.676739E-1 7.660850E+1 1.690980E+1 3.413380E-1 2.476984E-1 5.000000E-1 1.468000E+12 1.468000E+12 2.300E-4 1.000E+16
315 015_315 36.807 4.062370E-1 2.494648E-1 7.635440E+1 1.547580E+1 3.356930E-1 2.305047E-1 5.000000E-1 2.154000E+12 2.154000E+12 2.300E-4 1.000E+16
315 016_315 36.807 4.000340E-1 2.310701E-1 7.606010E+1 1.406140E+1 3.298340E-1 2.131582E-1 5.000000E-1 3.162000E+12 3.162000E+12 2.300E-4 1.000E+16
315 017_315 36.807 3.934240E-1 2.126693E-1 7.576410E+1 1.267830E+1 3.237010E-1 1.958328E-1 5.000000E-1 4.642000E+12 4.642000E+12 2.300E-4 1.000E+16
315 018_315 36.807 3.865360E-1 1.943436E-1 7.542490E+1 1.133200E+1 3.172750E-1 1.785824E-1 5.000000E-1 6.813000E+12 6.813000E+12 2.300E-4 1.000E+16
315 019_315 36.807 3.793330E-1 1.762013E-1 7.503310E+1 1.003030E+1 3.104590E-1 1.615391E-1 5.000000E-1 1.000000E+13 1.000000E+13 2.300E-4 1.000E+16
315 020_315 36.807 3.716720E-1 1.584307E-1 7.460390E+1 8.786000E+0 3.032910E-1 1.448443E-1 5.000000E-1 1.468000E+13 1.468000E+13 2.300E-4 1.000E+16
315 021_315 36.807 3.635950E-1 1.412753E-1 7.411840E+1 7.614500E+0 2.957130E-1 1.287479E-1 5.000000E-1 2.154000E+13 2.154000E+13 2.300E-4 1.000E+16
315 022_315 36.807 3.551300E-1 1.249808E-1 7.355590E+1 6.529500E+0 2.877050E-1 1.134751E-1 5.000000E-1 3.162000E+13 3.162000E+13 2.300E-4 1.000E+16
315 023_315 36.807 3.462570E-1 1.097542E-1 7.290110E+1 5.541000E+0 2.792680E-1 9.920496E-2 5.000000E-1 4.642000E+13 4.642000E+13 2.300E-4 1.000E+16
315 024_315 36.807 3.369430E-1 9.574366E-2 7.213460E+1 4.654200E+0 2.703420E-1 8.607892E-2 5.000000E-1 6.813000E+13 6.813000E+13 2.300E-4 1.000E+16
315 025_315 36.807 3.271350E-1 8.303509E-2 7.123180E+1 3.869800E+0 2.608690E-1 7.417186E-2 5.000000E-1 1.000000E+14 1.000000E+14 2.300E-4 1.000E+16
