N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.213124938E+00 1.213434229E+00 1.213231019E+00 1.212920701E+00
1.600000000E+01 1.268479168E+00 1.268322331E+00 1.268119358E+00 1.266858632E+00
1.700000000E+01 1.350678865E+00 1.350087468E+00 1.349343497E+00 1.349898175E+00
1.549996187E+01 1.240545761E+00 1.239077563E+00 1.239293656E+00 1.239324058E+00
1.649996187E+01 1.304095209E+00 1.303831816E+00 1.304019760E+00 1.304049704E+00
1.674996808E+01 1.326093729E+00 1.324876248E+00 1.325487665E+00 1.325684887E+00
1.624993176E+01 1.284878154E+00 1.285017570E+00 1.285008808E+00 1.284655396E+00
1.574996808E+01 1.253860709E+00 1.253579777E+00 1.252258311E+00 1.252542577E+00
1.524993176E+01 1.227933086E+00 1.226981353E+00 1.226774794E+00 1.226698703E+00
