fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
UT01 10:19:58 300.8 38.54 1.000E+000 9.344E-001 1.052E-006 9.758E+003 2.631E+000 1.482E-008 2.240E-003 
UT02 10:40:14 304.5 38.08 1.000E+000 9.004E-001 1.276E-006 8.492E+003 2.579E+000 1.800E-008 2.496E-003 
UT03 11:01:02 307.4 37.72 1.000E+000 1.053E+000 1.089E-006 7.575E+003 2.590E+000 1.903E-008 2.666E-003 
UT04 11:21:12 309.4 37.47 1.000E+000 1.010E+000 1.178E-006 6.980E+003 2.551E+000 2.139E-008 1.668E-003 
UT05 11:41:14 311.8 37.18 1.000E+000 1.136E+000 8.695E-007 6.309E+003 2.592E+000 2.127E-008 2.134E-003 
UT06 11:58:08 315.1 36.8 1.000E+000 9.276E-001 1.308E-006 5.459E+003 2.549E+000 2.404E-008 2.261E-003 
UT07 12:18:12 317.9 36.47 1.000E+000 8.934E-001 1.098E-006 4.806E+003 2.555E+000 2.553E-008 2.000E-003 
UT08 12:33:56 321 36.12 1.000E+000 8.750E-001 1.139E-006 4.154E+003 2.544E+000 2.792E-008 1.077E-003 
UT09 12:50:04 324.4 35.74 1.000E+000 9.133E-001 1.273E-006 3.526E+003 2.526E+000 3.068E-008 1.360E-003 
UT10 13:11:20 326.9 35.47 1.000E+000 9.132E-001 1.286E-006 3.123E+003 2.512E+000 3.366E-008 8.963E-004 
UT11 13:30:12 331.1 35.02 1.000E+000 8.801E-001 1.353E-006 2.555E+003 2.480E+000 3.750E-008 1.270E-003 
UT12 13:50:14 332.7 34.85 1.000E+000 8.874E-001 1.373E-006 2.375E+003 2.464E+000 4.019E-008 1.149E-003 
UT13 14:04:16 336.7 34.43 1.000E+000 9.434E-001 1.282E-006 2.014E+003 2.481E+000 4.244E-008 8.827E-004 
UT14 14:24:34 340.7 34.03 1.000E+000 9.759E-001 1.356E-006 1.779E+003 2.481E+000 4.576E-008 1.049E-003 
