T d154 d184 d214 d244
d 150 180 210 240
290 1.296881478E+00 1.293060851E+00 1.291802498E+00 1.290614089E+00
295 1.297058329E+00 1.293165752E+00 1.292147084E+00 1.291085934E+00
300 1.298260323E+00 1.294398173E+00 1.293500603E+00 1.292608318E+00
305 1.300327146E+00 1.296609094E+00 1.295754614E+00 1.295020594E+00
310 1.303066470E+00 1.299727085E+00 1.298663542E+00 1.298067694E+00
315 1.306410453E+00 1.303138486E+00 1.302070423E+00 1.301215949E+00
320 1.310102824E+00 1.307059960E+00 1.305740317E+00 1.304775972E+00
325 1.313805268E+00 1.310651819E+00 1.309285962E+00 1.308103524E+00
330 1.317136214E+00 1.313928021E+00 1.312617613E+00 1.311075642E+00
335 1.320046676E+00 1.316504475E+00 1.315001364E+00 1.313330338E+00
340 1.321952293E+00 1.317964955E+00 1.316138567E+00 1.314239416E+00
