T d154 d184 d214 d244
d 150 180 210 240
290 1.338180438E+00 1.337288165E+00 1.338018093E+00 1.338267889E+00
295 1.335887152E+00 1.334711785E+00 1.335538568E+00 1.335799666E+00
300 1.334297335E+00 1.332921867E+00 1.333750387E+00 1.334077047E+00
305 1.333448266E+00 1.331997663E+00 1.332785624E+00 1.333181564E+00
310 1.333382066E+00 1.332153111E+00 1.332654966E+00 1.333157324E+00
315 1.334243837E+00 1.333009776E+00 1.333456116E+00 1.333707271E+00
320 1.335983623E+00 1.334987173E+00 1.335174312E+00 1.335377361E+00
325 1.338408209E+00 1.337399196E+00 1.337634148E+00 1.337693772E+00
330 1.341314211E+00 1.340438973E+00 1.340917906E+00 1.340736716E+00
335 1.344780678E+00 1.343886310E+00 1.344429655E+00 1.344315079E+00
340 1.348406010E+00 1.347490562E+00 1.348051380E+00 1.347965287E+00
