N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 8.091955000E-03 4.869708000E-03 2.868990000E-04 -1.841460000E-03
1.016672606E+01 7.679432000E-03 4.468321000E-03 -1.081430000E-04 -2.164804000E-03
1.033324570E+01 7.439053000E-03 4.293670000E-03 -2.047170000E-04 -2.122217000E-03
1.049996187E+01 7.378957000E-03 4.360931000E-03 1.919900000E-05 -1.679603000E-03
1.066670514E+01 7.512224000E-03 4.694964000E-03 5.998660000E-04 -7.869540000E-04
1.083333839E+01 7.862989000E-03 5.335341000E-03 1.589588000E-03 6.184430000E-04
1.100000000E+01 8.468965000E-03 6.335122000E-03 3.048946000E-03 2.594298000E-03
1.116672606E+01 9.379194000E-03 7.751012000E-03 5.024776000E-03 5.157352000E-03
1.133324570E+01 1.064449200E-02 9.620736000E-03 7.512724000E-03 8.233905000E-03
1.149996187E+01 1.229684300E-02 1.192721300E-02 1.041178300E-02 1.161923000E-02
1.166670514E+01 1.431796600E-02 1.455975000E-02 1.349882200E-02 1.498936700E-02
1.183333839E+01 1.660659100E-02 1.730010100E-02 1.646252700E-02 1.799561900E-02
1.200000000E+01 1.896932000E-02 1.986752400E-02 1.900989000E-02 2.040506400E-02
1.216672606E+01 2.116378700E-02 2.202203500E-02 2.098677400E-02 2.218289400E-02
1.233324570E+01 2.298968300E-02 2.366215400E-02 2.241776100E-02 2.345159700E-02
1.249996187E+01 2.436963800E-02 2.483805600E-02 2.343899800E-02 2.437989500E-02
1.266670514E+01 2.535447900E-02 2.567894400E-02 2.419785400E-02 2.509945300E-02
1.283333839E+01 2.605744000E-02 2.630848600E-02 2.479609000E-02 2.568516500E-02
1.300000000E+01 2.658254200E-02 2.680578400E-02 2.528653400E-02 2.617190100E-02
