N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 2.249941000E-03 1.576133000E-03 1.096503000E-03 7.594160000E-04 5.246970000E-04 3.623460000E-04 2.505820000E-04 1.738850000E-04 1.213770000E-04 8.601800000E-05 6.163800000E-05 4.464900000E-05 3.309500000E-05 2.514900000E-05 1.968400000E-05 1.586500000E-05 1.311700000E-05 1.104800000E-05 9.416000000E-06
1.600000000E+01 6.127423000E-03 4.431645000E-03 3.170469000E-03 2.251100000E-03 1.592445000E-03 1.127163000E-03 8.020410000E-04 5.767220000E-04 4.225110000E-04 3.152490000E-04 2.419790000E-04 1.916140000E-04 1.556770000E-04 1.293890000E-04 1.093160000E-04 9.323600000E-05 7.982100000E-05 6.830900000E-05 5.825100000E-05
1.700000000E+01 1.481292400E-02 1.063323900E-02 7.613668000E-03 5.474691000E-03 3.971968000E-03 2.934912000E-03 2.220626000E-03 1.726808000E-03 1.378290000E-03 1.125537000E-03 9.346320000E-04 7.852240000E-04 6.642590000E-04 5.636270000E-04 4.789780000E-04 4.061860000E-04 3.438560000E-04 2.887520000E-04 2.411330000E-04
1.549996187E+01 4.093239000E-03 2.922644000E-03 2.064636000E-03 1.447859000E-03 1.011165000E-03 7.054500000E-04 4.931830000E-04 3.466680000E-04 2.459570000E-04 1.778860000E-04 1.300410000E-04 9.755200000E-05 7.523700000E-05 5.976900000E-05 4.879700000E-05 4.072900000E-05 3.450700000E-05 2.948700000E-05 2.522600000E-05
1.649996187E+01 8.968718000E-03 6.491188000E-03 4.665095000E-03 3.339475000E-03 2.392047000E-03 1.724673000E-03 1.260383000E-03 9.402900000E-04 7.202930000E-04 5.680660000E-04 4.605390000E-04 3.819120000E-04 3.218490000E-04 2.739090000E-04 2.341960000E-04 2.004410000E-04 1.710880000E-04 1.456630000E-04 1.233760000E-04
1.674996808E+01 1.136340800E-02 8.198598000E-03 5.887358000E-03 4.222930000E-03 3.047402000E-03 2.223792000E-03 1.655140000E-03 1.263238000E-03 9.931070000E-04 8.007100000E-04 6.599010000E-04 5.527840000E-04 4.678900000E-04 3.982640000E-04 3.395880000E-04 2.893360000E-04 2.458480000E-04 2.079890000E-04 1.752140000E-04
1.624993176E+01 7.284465000E-03 5.273579000E-03 3.783120000E-03 2.697527000E-03 1.919687000E-03 1.370198000E-03 9.864980000E-04 7.209960000E-04 5.383960000E-04 4.142030000E-04 3.271480000E-04 2.661230000E-04 2.209790000E-04 1.865590000E-04 1.591670000E-04 1.362760000E-04 1.166910000E-04 9.968700000E-05 8.472100000E-05
1.574996808E+01 5.167532000E-03 3.722302000E-03 2.650261000E-03 1.871681000E-03 1.315926000E-03 9.244820000E-04 6.515020000E-04 4.625120000E-04 3.323410000E-04 2.429930000E-04 1.817400000E-04 1.399790000E-04 1.107040000E-04 8.997000000E-05 7.482300000E-05 6.326300000E-05 5.393400000E-05 4.612800000E-05 3.940800000E-05
1.524993176E+01 3.094031000E-03 2.187281000E-03 1.532569000E-03 1.067457000E-03 7.410460000E-04 5.140080000E-04 3.570910000E-04 2.491220000E-04 1.760600000E-04 1.251790000E-04 9.032500000E-05 6.681300000E-05 5.038900000E-05 3.907100000E-05 3.119100000E-05 2.557200000E-05 2.141100000E-05 1.817800000E-05 1.553600000E-05
