N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 2.020538000E-03 3.099386000E-03 4.332214000E-03 5.959624000E-03 7.927890000E-03 1.051713500E-02 1.408230100E-02 1.909476000E-02 2.597870300E-02
1.016672606E+01 1.398770000E-03 2.159740000E-03 3.037414000E-03 4.200225000E-03 5.591225000E-03 7.410504000E-03 1.002494400E-02 1.394629600E-02 1.823959700E-02
1.033324570E+01 9.646120000E-04 1.496802000E-03 2.115554000E-03 2.988141000E-03 4.000929000E-03 5.183779000E-03 7.095503000E-03 9.730653000E-03 1.262175700E-02
1.049996187E+01 6.635510000E-04 1.033415000E-03 1.466371000E-03 2.088159000E-03 2.793135000E-03 3.605084000E-03 4.920701000E-03 6.715142000E-03 8.292730000E-03
1.066670514E+01 4.558740000E-04 7.118500000E-04 1.013286000E-03 1.456886000E-03 1.942531000E-03 2.496996000E-03 3.392763000E-03 4.609967000E-03 9.264650000E-03
1.083333839E+01 3.131510000E-04 4.899270000E-04 6.992400000E-04 1.009817000E-03 1.373957000E-03 1.726187000E-03 2.331727000E-03 3.153802000E-03 6.349012000E-03
1.100000000E+01 2.153350000E-04 3.373650000E-04 4.827240000E-04 6.992860000E-04 9.508420000E-04 1.194377000E-03 1.603517000E-03 2.164535000E-03 4.104715000E-03
1.116672606E+01 1.484470000E-04 2.327990000E-04 3.340200000E-04 4.844910000E-04 6.712520000E-04 8.303660000E-04 1.114679000E-03 1.502598000E-03 2.860338000E-03
1.133324570E+01 1.027690000E-04 1.650320000E-04 2.322130000E-04 3.371600000E-04 4.664440000E-04 5.910730000E-04 7.865270000E-04 1.059497000E-03 1.871607000E-03
1.149996187E+01 7.162100000E-05 1.147630000E-04 1.627120000E-04 2.366100000E-04 3.272140000E-04 4.209650000E-04 5.680780000E-04 7.775080000E-04 1.363196000E-03
1.166670514E+01 5.040800000E-05 8.186000000E-05 1.153790000E-04 1.683500000E-04 2.366050000E-04 3.091960000E-04 4.230400000E-04 5.888160000E-04 1.016222000E-03
1.183333839E+01 3.597100000E-05 5.799600000E-05 8.324500000E-05 1.222660000E-04 1.730570000E-04 2.327500000E-04 3.259990000E-04 4.538630000E-04 6.293170000E-04
1.200000000E+01 2.616200000E-05 4.204600000E-05 6.148800000E-05 9.184400000E-05 1.319440000E-04 1.824440000E-04 2.597130000E-04 3.670910000E-04 5.121890000E-04
1.216672606E+01 1.948400000E-05 3.122700000E-05 4.676300000E-05 7.125500000E-05 1.029460000E-04 1.464590000E-04 2.129100000E-04 3.041060000E-04 4.260120000E-04
1.233324570E+01 1.492300000E-05 2.394500000E-05 3.676400000E-05 5.690200000E-05 8.390200000E-05 1.216020000E-04 1.784300000E-04 2.564070000E-04 3.946670000E-04
1.249996187E+01 1.178700000E-05 1.889700000E-05 2.985800000E-05 4.707100000E-05 7.035600000E-05 1.030030000E-04 1.518600000E-04 2.181530000E-04 2.955090000E-04
1.266670514E+01 9.596000000E-06 1.552500000E-05 2.494300000E-05 3.984700000E-05 5.994100000E-05 8.840300000E-05 1.304790000E-04 1.881930000E-04 2.535410000E-04
1.283333839E+01 8.020000000E-06 1.309100000E-05 2.127600000E-05 3.424700000E-05 5.173800000E-05 7.640800000E-05 1.126460000E-04 1.620390000E-04 2.249760000E-04
1.300000000E+01 6.847000000E-06 1.123600000E-05 1.838500000E-05 2.968000000E-05 4.487000000E-05 6.620200000E-05 9.740700000E-05 1.396040000E-04 1.944220000E-04
