N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.235500000E-03 9.959350000E-04 8.309620000E-04 7.132740000E-04
1.600000000E+01 9.845685000E-03 9.418540000E-03 9.137692000E-03 8.940630000E-03
1.700000000E+01 5.399959200E-02 5.497008400E-02 5.603450500E-02 5.736271400E-02
1.549996187E+01 1.871671000E-03 1.559573000E-03 1.310335000E-03 1.089348000E-03
1.649996187E+01 2.442934900E-02 2.412573700E-02 2.410472100E-02 2.426958100E-02
1.674996808E+01 3.682172100E-02 3.695114800E-02 3.739345600E-02 3.804432000E-02
1.624993176E+01 1.581134700E-02 1.534537200E-02 1.511812000E-02 1.501299300E-02
1.574996808E+01 5.548791000E-03 5.186849000E-03 4.907856000E-03 4.697003000E-03
1.524993176E+01 1.265680000E-03 9.707830000E-04 7.796510000E-04 6.459090000E-04
