fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T01 9:59:00 295.2 39.28 1.000E+000 5.856E-001 1.013E-006 1.598E+004 2.617E+000 1.471E-008 3.620E-004 
0T02 10:02:12 295.1 39.29 1.000E+000 5.868E-001 1.045E-006 1.565E+004 2.620E+000 1.459E-008 3.453E-004 
0T03 10:06:56 295 39.3 1.000E+000 5.754E-001 1.071E-006 1.559E+004 2.619E+000 1.461E-008 2.844E-004 
0T04 10:12:14 295 39.3 1.000E+000 5.851E-001 1.070E-006 1.575E+004 2.623E+000 1.453E-008 3.332E-004 
0T05 10:15:24 294.9 39.32 1.000E+000 5.769E-001 1.084E-006 1.574E+004 2.622E+000 1.450E-008 3.125E-004 
0T06 10:18:26 294.9 39.32 1.000E+000 5.802E-001 1.085E-006 1.570E+004 2.621E+000 1.453E-008 2.897E-004 
0T07 10:21:24 294.9 39.32 1.000E+000 5.791E-001 1.090E-006 1.569E+004 2.621E+000 1.453E-008 3.674E-004 
0T21 14:27:08 295 39.3 1.000E+000 5.879E-001 1.200E-006 1.572E+004 2.629E+000 1.464E-008 2.589E-004 
0T22 14:35:38 295 39.3 1.000E+000 5.994E-001 1.199E-006 1.565E+004 2.628E+000 1.469E-008 2.904E-004 
0T23 14:39:32 295 39.3 1.000E+000 5.875E-001 1.220E-006 1.587E+004 2.629E+000 1.463E-008 2.836E-004 
0T24 14:42:18 295 39.3 1.000E+000 5.920E-001 1.200E-006 1.593E+004 2.630E+000 1.459E-008 2.768E-004 
0T25 14:45:52 295 39.3 1.000E+000 5.942E-001 1.206E-006 1.582E+004 2.627E+000 1.464E-008 2.693E-004 
0T26 14:49:58 295.2 39.28 1.000E+000 5.817E-001 1.245E-006 1.590E+004 2.629E+000 1.477E-008 2.761E-004 
