T d154 d184 d214 d244
d 150 180 210 240
290 1.476370000E-04 1.217750000E-04 1.051380000E-04 9.376100000E-05
295 1.184870000E-04 9.891000000E-05 8.625900000E-05 7.717100000E-05
300 7.244400000E-05 5.822700000E-05 4.873400000E-05 4.147300000E-05
305 -1.710800000E-05 -2.556300000E-05 -3.174700000E-05 -3.689600000E-05
310 1.502500000E-04 1.140140000E-04 9.074700000E-05 7.463800000E-05
315 1.573040000E-04 1.220030000E-04 9.871800000E-05 8.243700000E-05
320 1.912480000E-04 1.520860000E-04 1.252400000E-04 1.061110000E-04
325 2.673430000E-04 2.168940000E-04 1.815320000E-04 1.553330000E-04
330 4.131790000E-04 3.398750000E-04 2.872200000E-04 2.480140000E-04
335 6.708770000E-04 5.564790000E-04 4.748990000E-04 4.122020000E-04
340 1.105756000E-03 9.218270000E-04 7.903520000E-04 6.898070000E-04
