N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 7.039000000E-06 6.883000000E-06 6.896000000E-06 6.958000000E-06
1.600000000E+01 1.375290000E-04 1.282570000E-04 1.227680000E-04 1.196200000E-04
1.700000000E+01 2.221134000E-03 2.171210000E-03 2.153760000E-03 2.135630000E-03
1.549996187E+01 3.471700000E-05 3.212800000E-05 3.059100000E-05 2.969300000E-05
1.649996187E+01 5.577990000E-04 5.329340000E-04 5.176500000E-04 5.081970000E-04
1.674996808E+01 1.122606000E-03 1.085004000E-03 1.062530000E-03 1.048535000E-03
1.624993176E+01 2.764640000E-04 2.605300000E-04 2.511080000E-04 2.454570000E-04
1.574996808E+01 6.891500000E-05 6.381100000E-05 6.088600000E-05 5.909400000E-05
1.524993176E+01 1.708600000E-05 1.595100000E-05 1.529800000E-05 1.494400000E-05
