N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 2.506600000E-05 2.102000000E-05 1.866700000E-05 1.719100000E-05
1.600000000E+01 6.066250000E-04 5.185100000E-04 4.610570000E-04 4.220620000E-04
1.700000000E+01 8.787982000E-03 8.119666000E-03 7.700161000E-03 7.382373000E-03
1.549996187E+01 1.636350000E-04 1.408490000E-04 1.262410000E-04 1.163230000E-04
1.649996187E+01 2.335533000E-03 2.053736000E-03 1.862881000E-03 1.729926000E-03
1.674996808E+01 4.587546000E-03 4.127658000E-03 3.817320000E-03 3.598767000E-03
1.624993176E+01 1.185406000E-03 1.022700000E-03 9.152180000E-04 8.416130000E-04
1.574996808E+01 3.143980000E-04 2.686400000E-04 2.392440000E-04 2.192850000E-04
1.524993176E+01 8.051100000E-05 6.981600000E-05 6.298400000E-05 5.840800000E-05
