N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 6.057700000E-05 4.781100000E-05 3.907600000E-05 3.289900000E-05
1.600000000E+01 5.275820000E-04 4.887350000E-04 4.632440000E-04 4.450940000E-04
1.700000000E+01 6.054569000E-03 5.660639000E-03 5.415994000E-03 5.264002000E-03
1.549996187E+01 8.979000000E-05 7.867500000E-05 7.193800000E-05 6.787700000E-05
1.649996187E+01 1.735090000E-03 1.598303000E-03 1.514340000E-03 1.458368000E-03
1.674996808E+01 3.232864000E-03 2.992734000E-03 2.840342000E-03 2.743005000E-03
1.624993176E+01 9.510250000E-04 8.769460000E-04 8.311320000E-04 7.993830000E-04
1.574996808E+01 2.764430000E-04 2.552980000E-04 2.407220000E-04 2.310460000E-04
1.524993176E+01 -9.053700000E-05 -8.937800000E-05 4.419400000E-05 3.729100000E-05
