N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.304690000E-04 1.034750000E-04 8.495200000E-05 7.174800000E-05
1.600000000E+01 1.110926000E-03 1.032871000E-03 9.819980000E-04 9.459430000E-04
1.700000000E+01 1.088785600E-02 1.028779200E-02 9.919464000E-03 9.702151000E-03
1.549996187E+01 1.861240000E-04 1.574070000E-04 1.365370000E-04 1.200960000E-04
1.649996187E+01 3.489610000E-03 3.240915000E-03 3.093040000E-03 3.000122000E-03
1.674996808E+01 6.213149000E-03 5.806993000E-03 5.557575000E-03 5.406815000E-03
1.624993176E+01 1.968597000E-03 1.826371000E-03 1.740936000E-03 1.683889000E-03
1.574996808E+01 5.864510000E-04 5.407720000E-04 5.078700000E-04 4.845150000E-04
1.524993176E+01 1.432800000E-04 1.095260000E-04 8.806100000E-05 7.307000000E-05
