N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 4.240791500E-02 4.266241800E-02 4.280301000E-02 4.286656400E-02
1.016672606E+01 4.231492600E-02 4.252840600E-02 4.262087400E-02 4.262942400E-02
1.033324570E+01 4.217902000E-02 4.233290600E-02 4.235575800E-02 4.228511500E-02
1.049996187E+01 4.198077700E-02 4.204851600E-02 4.197133700E-02 4.178770900E-02
1.066670514E+01 4.169244600E-02 4.163653700E-02 4.141705700E-02 4.107436400E-02
1.083333839E+01 4.127485700E-02 4.104333100E-02 4.062437300E-02 4.006210300E-02
1.100000000E+01 4.067378000E-02 4.019665400E-02 3.950407200E-02 3.864740800E-02
1.116672606E+01 3.981630500E-02 3.900345900E-02 3.794745700E-02 3.671294400E-02
1.133324570E+01 3.860877100E-02 3.735232400E-02 3.583646300E-02 3.414833300E-02
1.149996187E+01 3.693953900E-02 3.512611500E-02 3.307026100E-02 3.089273300E-02
1.166670514E+01 3.469228000E-02 3.223272300E-02 2.961545700E-02 2.700208900E-02
1.183333839E+01 3.177765800E-02 2.865992500E-02 2.557873600E-02 2.272458000E-02
1.200000000E+01 2.818922400E-02 2.455073900E-02 2.127679900E-02 1.853467500E-02
1.216672606E+01 2.407898900E-02 2.026624600E-02 1.724216800E-02 1.504468800E-02
1.233324570E+01 1.981805500E-02 1.636944200E-02 1.408403600E-02 1.274695300E-02
1.249996187E+01 1.597457700E-02 1.345192300E-02 1.219122400E-02 1.170408000E-02
1.266670514E+01 1.313268000E-02 1.182119000E-02 1.146839100E-02 1.151299100E-02
1.283333839E+01 1.157860100E-02 1.128505700E-02 1.143451200E-02 1.166872000E-02
1.300000000E+01 1.110062800E-02 1.133874000E-02 1.163737100E-02 1.188716300E-02
