N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 4.980428000E-03 6.873454000E-03 7.804038000E-03 7.114703000E-03
1.600000000E+01 3.123449700E-02 3.110495800E-02 3.101027400E-02 3.024583100E-02
1.700000000E+01 6.825437900E-02 6.798822700E-02 6.688095500E-02 6.688875100E-02
1.549996187E+01 2.307522100E-02 2.254981600E-02 2.356218500E-02 2.359823400E-02
1.649996187E+01 5.387198800E-02 5.339853300E-02 5.356098000E-02 5.353796900E-02
1.674996808E+01 6.327276700E-02 6.176505600E-02 6.232127600E-02 6.269936500E-02
1.624993176E+01 4.126691900E-02 4.129390000E-02 4.120135000E-02 4.111304600E-02
1.574996808E+01 2.661015800E-02 2.665759200E-02 2.597622700E-02 2.641828500E-02
1.524993176E+01 1.590997000E-02 1.658030200E-02 1.738610400E-02 1.765412100E-02
