T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.288706444E+00 1.233887791E+00 5.481865300E-02 1.287615417E+00 1.233558928E+00 5.405648900E-02 1.091027000E-03 3.288630000E-04
295 1.288057182E+00 1.068495339E+00 2.195618430E-01 1.287083213E+00 1.068144020E+00 2.189391930E-01 9.739690000E-04 3.513190000E-04
300 1.288492865E+00 1.237030871E+00 5.146199400E-02 1.287629645E+00 1.236755358E+00 5.087428700E-02 8.632200000E-04 2.755130000E-04
305 1.289846026E+00 1.084232107E+00 2.056139190E-01 1.289081273E+00 1.083828740E+00 2.052525330E-01 7.647530000E-04 4.033670000E-04
310 1.292060580E+00 1.242732231E+00 4.932834900E-02 1.291376223E+00 1.242469653E+00 4.890657000E-02 6.843570000E-04 2.625780000E-04
315 1.294845130E+00 1.100959668E+00 1.938854620E-01 1.294219427E+00 1.100504899E+00 1.937145280E-01 6.257030000E-04 4.547690000E-04
320 1.298244731E+00 1.249081188E+00 4.916354300E-02 1.297653531E+00 1.248793788E+00 4.885974300E-02 5.912000000E-04 2.874000000E-04
325 1.301380220E+00 1.118922692E+00 1.824575280E-01 1.300798753E+00 1.118405136E+00 1.823936170E-01 5.814670000E-04 5.175560000E-04
330 1.304183940E+00 1.254034041E+00 5.014989900E-02 1.303588036E+00 1.253671164E+00 4.991687200E-02 5.959040000E-04 3.628770000E-04
335 1.306256706E+00 1.135754145E+00 1.705025610E-01 1.305624517E+00 1.135173292E+00 1.704512250E-01 6.321890000E-04 5.808530000E-04
340 1.307020481E+00 1.256931506E+00 5.008897500E-02 1.306334905E+00 1.256435589E+00 4.989931600E-02 6.855760000E-04 4.959170000E-04
