T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.293069140E+00 1.238447670E+00 5.462147000E-02 1.292227731E+00 1.238170439E+00 5.405729200E-02 8.414090000E-04 2.772310000E-04
295 1.292054176E+00 1.239362332E+00 5.269184400E-02 1.291298717E+00 1.239108499E+00 5.219021800E-02 7.554590000E-04 2.538330000E-04
300 1.292120917E+00 1.240783989E+00 5.133692800E-02 1.291449230E+00 1.240555530E+00 5.089370000E-02 6.716870000E-04 2.284590000E-04
305 1.293131514E+00 1.243180754E+00 4.995076000E-02 1.292536896E+00 1.242966004E+00 4.957089200E-02 5.946180000E-04 2.147500000E-04
310 1.295060698E+00 1.246109031E+00 4.895166700E-02 1.294531842E+00 1.245901525E+00 4.863031700E-02 5.288560000E-04 2.075060000E-04
315 1.297641181E+00 1.249032899E+00 4.860828200E-02 1.297163650E+00 1.248829208E+00 4.833444200E-02 4.775310000E-04 2.036910000E-04
320 1.300944388E+00 1.252616501E+00 4.832788700E-02 1.300501529E+00 1.252403773E+00 4.809775600E-02 4.428590000E-04 2.127280000E-04
325 1.304108751E+00 1.255797135E+00 4.831161600E-02 1.303683007E+00 1.255566431E+00 4.811657600E-02 4.257440000E-04 2.307040000E-04
330 1.307095565E+00 1.258284746E+00 4.881081900E-02 1.306669503E+00 1.258029808E+00 4.863969500E-02 4.260620000E-04 2.549380000E-04
335 1.309546272E+00 1.260649479E+00 4.889679300E-02 1.309103705E+00 1.260357042E+00 4.874666300E-02 4.425670000E-04 2.924370000E-04
340 1.310946691E+00 1.262327890E+00 4.861880100E-02 1.310474147E+00 1.261988178E+00 4.848596900E-02 4.725440000E-04 3.397120000E-04
