N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.060076838E+00 1.061742349E+00 1.062742704E+00 1.063155262E+00 1.063014719E+00 1.062307188E+00 1.060972033E+00 1.058913451E+00 1.056028531E+00 1.052261259E+00 1.047687385E+00 1.042614497E+00 1.037641451E+00 1.033580608E+00 1.031174544E+00 1.030720729E+00 1.031963590E+00 1.034432910E+00 1.037814355E+00
1.600000000E+01 1.115988907E+00 1.120156575E+00 1.124165131E+00 1.128497130E+00 1.133652308E+00 1.140140896E+00 1.148443853E+00 1.158912791E+00 1.171601463E+00 1.186082769E+00 1.201394285E+00 1.216273965E+00 1.229645884E+00 1.241019840E+00 1.250493214E+00 1.258447202E+00 1.265263803E+00 1.271222797E+00 1.276519994E+00
1.700000000E+01 1.201898281E+00 1.231171953E+00 1.256555769E+00 1.277428488E+00 1.293953022E+00 1.306764543E+00 1.316674755E+00 1.324477410E+00 1.330850310E+00 1.336317553E+00 1.341243938E+00 1.345851449E+00 1.350254679E+00 1.354507281E+00 1.358643847E+00 1.362704817E+00 1.366742635E+00 1.370815932E+00 1.374980319E+00
1.549996187E+01 1.010058858E+00 1.010505098E+00 1.010807803E+00 1.010984958E+00 1.011051745E+00 1.011018799E+00 1.010893977E+00 1.010687788E+00 1.010422622E+00 1.010144453E+00 1.009931812E+00 1.009892804E+00 1.010143856E+00 1.010777487E+00 1.011841312E+00 1.020922764E+00 1.046403776E+00 1.067694384E+00 1.085876324E+00
1.649996187E+01 1.219579072E+00 1.235310702E+00 1.247621903E+00 1.257118146E+00 1.264501804E+00 1.270446093E+00 1.275535050E+00 1.280235420E+00 1.284878744E+00 1.289648064E+00 1.294580818E+00 1.299601853E+00 1.304582458E+00 1.309400129E+00 1.313976266E+00 1.318287848E+00 1.322360912E+00 1.326254334E+00 1.330041400E+00
1.674996808E+01 1.216485834E+00 1.239132677E+00 1.257619733E+00 1.272170711E+00 1.283404153E+00 1.292078751E+00 1.298932165E+00 1.304600731E+00 1.309585552E+00 1.314239416E+00 1.318767542E+00 1.323247045E+00 1.327667408E+00 1.331982446E+00 1.336155601E+00 1.340184361E+00 1.344102023E+00 1.347965287E+00 1.351838428E+00
1.624993176E+01 1.196249720E+00 1.205711034E+00 1.213140896E+00 1.219161121E+00 1.224371038E+00 1.229308459E+00 1.234426040E+00 1.240058267E+00 1.246371617E+00 1.253317486E+00 1.260635317E+00 1.267945155E+00 1.274899149E+00 1.281293942E+00 1.287079521E+00 1.292300596E+00 1.297041043E+00 1.301396881E+00 1.305465701E+00
1.574996808E+01 1.005929479E+00 1.006338318E+00 1.006656232E+00 1.006894090E+00 1.007067634E+00 1.007194356E+00 1.007293076E+00 1.007386009E+00 1.007502813E+00 1.026167190E+00 1.059960205E+00 1.093999340E+00 1.124835835E+00 1.150362853E+00 1.170474995E+00 1.186311718E+00 1.199161987E+00 1.209928627E+00 1.219116272E+00
1.524993176E+01 1.023484499E+00 1.024225852E+00 1.024668652E+00 1.024844442E+00 1.024768622E+00 1.024438585E+00 1.023837395E+00 1.022944471E+00 1.021756173E+00 1.020317375E+00 1.018756450E+00 1.017300886E+00 1.016239433E+00 1.015824940E+00 1.016175223E+00 1.017258355E+00 1.018971316E+00 1.021232592E+00 1.024025915E+00
