0.0109  6.4233E-0006
0.0209  1.3070E-0005
0.0309  1.9974E-0005
0.0409  2.7106E-0005
0.0511  3.4682E-0005
0.0610  4.2516E-0005
0.0711  5.1023E-0005
0.0812  6.0302E-0005
0.0913  7.0050E-0005
0.1012  8.0402E-0005
0.1110  9.1457E-0005
0.1212  1.0402E-0004
0.1311  1.1729E-0004
0.1411  1.3206E-0004
0.1513  1.4824E-0004
0.1614  1.6613E-0004
0.1713  1.8472E-0004
0.1813  2.0593E-0004
0.1913  2.2864E-0004
0.2015  2.5387E-0004
0.2115  2.8151E-0004
0.2214  3.1116E-0004
0.2314  3.4472E-0004
0.2424  3.8101E-0004
0.2516  4.2161E-0004
0.2613  4.6583E-0004
0.2712  5.1407E-0004
0.2811  5.6935E-0004
0.2911  6.3065E-0004
0.3010  6.9900E-0004
0.3110  7.7739E-0004
0.3216  8.7789E-0004
0.3308  9.6533E-0004
0.3408  1.0779E-0003
0.3506  1.2075E-0003
0.3607  1.3573E-0003
0.3705  1.5332E-0003
0.3803  1.7342E-0003
0.3902  1.9714E-0003
0.4007  2.2538E-0003
0.4097  2.5814E-0003
0.4196  2.9814E-0003
0.4291  3.4477E-0003
0.4388  4.0249E-0003
0.4483  4.7214E-0003
0.4577  5.5473E-0003
0.4669  6.5423E-0003
0.4760  7.7164E-0003
0.4852  9.3184E-0003
0.4958  1.1189E-0002
0.5065  1.3647E-0002
0.5167  1.6512E-0002
0.5266  1.9726E-0002
