Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.000e+15 1.135289575E+00 1.133216217E+00 2.073358000E-03 1.134531122E+00 1.132222364E+00 2.308758000E-03
1.000000000E+01 1.778e+15 1.149359290E+00 1.136243095E+00 1.311619500E-02 1.148001458E+00 1.134831466E+00 1.316999200E-02
1.000000000E+01 3.162e+15 1.156304023E+00 1.138672382E+00 1.763164100E-02 1.154296949E+00 1.136453717E+00 1.784323200E-02
1.000000000E+01 5.623e+15 1.168416029E+00 1.140478072E+00 2.793795700E-02 1.159235434E+00 1.132901893E+00 2.633354100E-02
1.000000000E+01 1.000e+16 1.176584684E+00 1.137283214E+00 3.930147000E-02 1.163173824E+00 1.133738660E+00 2.943516400E-02
1.000000000E+01 1.778e+16 1.181572616E+00 1.136146502E+00 4.542611400E-02 1.162230991E+00 1.131378951E+00 3.085204000E-02
1.000000000E+01 3.162e+16 1.186265437E+00 1.133149548E+00 5.311588900E-02 1.163743849E+00 1.126870004E+00 3.687384500E-02
1.000000000E+01 5.623e+16 1.191269329E+00 1.133781747E+00 5.748758200E-02 1.162200009E+00 1.125424875E+00 3.677513400E-02
1.000000000E+01 1.000e+17 1.209611822E+00 1.141064027E+00 6.854779500E-02 1.163557279E+00 1.130088626E+00 3.346865300E-02
1.016672606E+01 1.000e+15 1.135419983E+00 1.133221361E+00 2.198622000E-03 1.134900734E+00 1.132542475E+00 2.358259000E-03
1.016672606E+01 1.778e+15 1.149374840E+00 1.136251959E+00 1.312288100E-02 1.148446769E+00 1.135286781E+00 1.315998800E-02
1.016672606E+01 3.162e+15 1.156315009E+00 1.138686588E+00 1.762842100E-02 1.154941643E+00 1.137330770E+00 1.761087300E-02
1.016672606E+01 5.623e+15 1.168509010E+00 1.140569560E+00 2.793945000E-02 1.160158924E+00 1.134968319E+00 2.519060500E-02
1.016672606E+01 1.000e+16 1.176592487E+00 1.137322259E+00 3.927022800E-02 1.164441336E+00 1.134885663E+00 2.955567300E-02
1.016672606E+01 1.778e+16 1.181579048E+00 1.136218938E+00 4.536011000E-02 1.165245254E+00 1.132930464E+00 3.231479000E-02
1.016672606E+01 3.162e+16 1.186270709E+00 1.133285831E+00 5.298487800E-02 1.167640950E+00 1.128934304E+00 3.870664600E-02
1.016672606E+01 5.623e+16 1.191273724E+00 1.134037657E+00 5.723606700E-02 1.169033666E+00 1.128211514E+00 4.082215200E-02
1.016672606E+01 1.000e+17 1.209615867E+00 1.141522470E+00 6.809339700E-02 1.168082094E+00 1.133827488E+00 3.425460600E-02
1.033324570E+01 1.000e+15 1.135609877E+00 1.133228733E+00 2.381144000E-03 1.135254190E+00 1.132765331E+00 2.488859000E-03
1.033324570E+01 1.778e+15 1.149397469E+00 1.136264802E+00 1.313266700E-02 1.148763703E+00 1.135605551E+00 1.315815200E-02
1.033324570E+01 3.162e+15 1.156331008E+00 1.138707291E+00 1.762371700E-02 1.155392465E+00 1.137780366E+00 1.761209900E-02
1.033324570E+01 5.623e+15 1.168645299E+00 1.140703558E+00 2.794174100E-02 1.160801144E+00 1.136637245E+00 2.416389900E-02
1.033324570E+01 1.000e+16 1.176603812E+00 1.137378888E+00 3.922492400E-02 1.165322313E+00 1.135708084E+00 2.961422900E-02
1.033324570E+01 1.778e+16 1.181588354E+00 1.136323471E+00 4.526488300E-02 1.167355260E+00 1.134062619E+00 3.329264100E-02
1.033324570E+01 3.162e+16 1.186278321E+00 1.133479937E+00 5.279838400E-02 1.170389147E+00 1.130477158E+00 3.991198900E-02
1.033324570E+01 5.623e+16 1.191279922E+00 1.134396683E+00 5.688323900E-02 1.175639023E+00 1.130356742E+00 4.528228100E-02
1.033324570E+01 1.000e+17 1.209621485E+00 1.142152824E+00 6.746866100E-02 1.175249997E+00 1.136794530E+00 3.845546700E-02
1.049996187E+01 1.000e+15 1.135884925E+00 1.133239490E+00 2.645435000E-03 1.135640933E+00 1.132923303E+00 2.717630000E-03
1.049996187E+01 1.778e+15 1.149430375E+00 1.136283687E+00 1.314668800E-02 1.148997798E+00 1.135833668E+00 1.316413000E-02
1.049996187E+01 3.162e+15 1.156441397E+00 1.138737417E+00 1.770398000E-02 1.155713420E+00 1.138104268E+00 1.760915200E-02
1.049996187E+01 5.623e+15 1.168844928E+00 1.140899624E+00 2.794530400E-02 1.161251477E+00 1.137983399E+00 2.326807800E-02
1.049996187E+01 1.000e+16 1.176620175E+00 1.137460562E+00 3.915961300E-02 1.167882734E+00 1.136316664E+00 3.156607000E-02
1.049996187E+01 1.778e+16 1.181601746E+00 1.136472499E+00 4.512924700E-02 1.172700445E+00 1.134921256E+00 3.777918900E-02
1.049996187E+01 3.162e+16 1.186289231E+00 1.133753406E+00 5.253582500E-02 1.173165789E+00 1.131686553E+00 4.147923600E-02
1.049996187E+01 5.623e+16 1.191288788E+00 1.134890849E+00 5.639793900E-02 1.177418143E+00 1.132098509E+00 4.531963400E-02
1.049996187E+01 1.000e+17 1.209629482E+00 1.142996697E+00 6.663278500E-02 1.180940593E+00 1.139281608E+00 4.165898500E-02
1.066670514E+01 1.000e+15 1.136281794E+00 1.133255628E+00 3.026166000E-03 1.136114040E+00 1.133039923E+00 3.074117000E-03
1.066670514E+01 1.778e+15 1.149478004E+00 1.136310484E+00 1.316752000E-02 1.149182820E+00 1.136003417E+00 1.317940300E-02
1.066670514E+01 3.162e+15 1.156678752E+00 1.138781176E+00 1.789757600E-02 1.155950695E+00 1.138348937E+00 1.760175800E-02
1.066670514E+01 5.623e+15 1.169137075E+00 1.141186113E+00 2.795096200E-02 1.163157552E+00 1.139108145E+00 2.404940700E-02
1.066670514E+01 1.000e+16 1.176644050E+00 1.137577124E+00 3.906692600E-02 1.172545583E+00 1.136794646E+00 3.575093700E-02
1.066670514E+01 1.778e+16 1.181621162E+00 1.136683062E+00 4.493810000E-02 1.179206832E+00 1.135619842E+00 4.358699000E-02
1.066670514E+01 3.162e+16 1.186305004E+00 1.134131626E+00 5.217337800E-02 1.183113035E+00 1.132710802E+00 5.040223300E-02
1.066670514E+01 5.623e+16 1.191301553E+00 1.135554728E+00 5.574682500E-02 1.182738168E+00 1.133627734E+00 4.911043400E-02
1.066670514E+01 1.000e+17 1.209640955E+00 1.144088486E+00 6.555246900E-02 1.184874670E+00 1.141518958E+00 4.335571200E-02
1.083333839E+01 1.000e+15 1.136849526E+00 1.133278752E+00 3.570774000E-03 1.136733781E+00 1.133131587E+00 3.602194000E-03
1.083333839E+01 1.778e+15 1.149546749E+00 1.136350444E+00 1.319630500E-02 1.149345327E+00 1.136140946E+00 1.320438100E-02
1.083333839E+01 3.162e+15 1.157025687E+00 1.138844315E+00 1.818137200E-02 1.156138393E+00 1.138549291E+00 1.758910200E-02
1.083333839E+01 5.623e+15 1.169564002E+00 1.141603858E+00 2.796014400E-02 1.165303187E+00 1.140124610E+00 2.517857700E-02
1.083333839E+01 1.000e+16 1.176678426E+00 1.137930698E+00 3.874772800E-02 1.176018386E+00 1.137207123E+00 3.881126300E-02
1.083333839E+01 1.778e+16 1.181649153E+00 1.136975242E+00 4.467391100E-02 1.179998437E+00 1.136246738E+00 4.375169900E-02
1.083333839E+01 3.162e+16 1.186327704E+00 1.134641588E+00 5.168611600E-02 1.184143084E+00 1.133665096E+00 5.047798800E-02
1.083333839E+01 5.623e+16 1.191319925E+00 1.136416033E+00 5.490389200E-02 1.189310375E+00 1.135086793E+00 5.422358200E-02
1.083333839E+01 1.000e+17 1.209657449E+00 1.145439815E+00 6.421763400E-02 1.193147239E+00 1.143664888E+00 4.948235100E-02
1.100000000E+01 1.000e+15 1.137651868E+00 1.133312241E+00 4.339627000E-03 1.137571633E+00 1.133211819E+00 4.359814000E-03
1.100000000E+01 1.778e+15 1.149644828E+00 1.136407246E+00 1.323758200E-02 1.149507365E+00 1.136264299E+00 1.324306600E-02
1.100000000E+01 3.162e+15 1.157531878E+00 1.138934921E+00 1.859695700E-02 1.156303120E+00 1.138733572E+00 1.756954800E-02
