Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.000e+15 1.144246025E+00 1.128026570E+00 1.621945500E-02 1.140940846E+00 1.127303251E+00 1.363759500E-02
1.000000000E+01 1.778e+15 1.153679736E+00 1.130506833E+00 2.317290300E-02 1.147254106E+00 1.129418414E+00 1.783569200E-02
1.000000000E+01 3.162e+15 1.159576573E+00 1.132804441E+00 2.677213200E-02 1.152309419E+00 1.131275726E+00 2.103369300E-02
1.000000000E+01 5.623e+15 1.164764845E+00 1.137816379E+00 2.694846600E-02 1.155752184E+00 1.134401583E+00 2.135060100E-02
1.000000000E+01 1.000e+16 1.169466141E+00 1.137787406E+00 3.167873500E-02 1.157468438E+00 1.129893193E+00 2.757524500E-02
1.000000000E+01 1.778e+16 1.173894512E+00 1.132197706E+00 4.169680600E-02 1.159928807E+00 1.126519885E+00 3.340892200E-02
1.000000000E+01 3.162e+16 1.181817744E+00 1.127307511E+00 5.451023300E-02 1.162169387E+00 1.122444376E+00 3.972501100E-02
1.000000000E+01 5.623e+16 1.193107045E+00 1.128478702E+00 6.462834300E-02 1.163322962E+00 1.121968064E+00 4.135489800E-02
1.000000000E+01 1.000e+17 1.200510170E+00 1.136445664E+00 6.406450600E-02 1.158238888E+00 1.127818286E+00 3.042060200E-02
1.016672606E+01 1.000e+15 1.144305302E+00 1.128031192E+00 1.627411000E-02 1.141984951E+00 1.127537437E+00 1.444751400E-02
1.016672606E+01 1.778e+15 1.153690372E+00 1.130514533E+00 2.317583900E-02 1.149253932E+00 1.129770883E+00 1.948304900E-02
1.016672606E+01 3.162e+15 1.159584743E+00 1.132816860E+00 2.676788300E-02 1.156084795E+00 1.131771241E+00 2.431355400E-02
1.016672606E+01 5.623e+15 1.164771508E+00 1.137837859E+00 2.693364900E-02 1.161933536E+00 1.136358229E+00 2.557530700E-02
1.016672606E+01 1.000e+16 1.169471699E+00 1.137937964E+00 3.153373500E-02 1.166308492E+00 1.132067836E+00 3.424065600E-02
1.016672606E+01 1.778e+16 1.173899126E+00 1.132394592E+00 4.150453400E-02 1.163570955E+00 1.127736785E+00 3.583417000E-02
1.016672606E+01 3.162e+16 1.181984714E+00 1.127452764E+00 5.453195000E-02 1.164097700E+00 1.124074526E+00 4.002317400E-02
1.016672606E+01 5.623e+16 1.193110633E+00 1.128715997E+00 6.439463600E-02 1.166545034E+00 1.124195977E+00 4.234905700E-02
1.016672606E+01 1.000e+17 1.200513313E+00 1.136867400E+00 6.364591300E-02 1.165510568E+00 1.130851482E+00 3.465908600E-02
1.033324570E+01 1.000e+15 1.144392211E+00 1.128038119E+00 1.635409200E-02 1.142774277E+00 1.127701232E+00 1.507304500E-02
1.033324570E+01 1.778e+15 1.153705852E+00 1.130525877E+00 2.317997500E-02 1.150778209E+00 1.130018196E+00 2.076001300E-02
1.033324570E+01 3.162e+15 1.159596608E+00 1.132835109E+00 2.676149900E-02 1.158795430E+00 1.132120696E+00 2.667473400E-02
1.033324570E+01 5.623e+15 1.164781174E+00 1.137868733E+00 2.691244100E-02 1.163628528E+00 1.136856759E+00 2.677176900E-02
1.033324570E+01 1.000e+16 1.169479649E+00 1.138158164E+00 3.132148500E-02 1.167988696E+00 1.133867655E+00 3.412104100E-02
1.033324570E+01 1.778e+16 1.173905637E+00 1.132682074E+00 4.122356300E-02 1.171638692E+00 1.128628315E+00 4.301037700E-02
1.033324570E+01 3.162e+16 1.182229366E+00 1.127826985E+00 5.440238100E-02 1.171643098E+00 1.125300510E+00 4.634258800E-02
1.033324570E+01 5.623e+16 1.193115496E+00 1.129046973E+00 6.406852300E-02 1.168491309E+00 1.125922473E+00 4.256883600E-02
1.033324570E+01 1.000e+17 1.200517431E+00 1.137442987E+00 6.307444400E-02 1.173569633E+00 1.133271745E+00 4.029788800E-02
