Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.500000000E+01 1.096245934E+00 1.141800017E+00 -4.555408300E-02 1.095348216E+00 1.139653143E+00 -4.430492700E-02
1.000000000E+01 1.524993176E+01 1.141735087E+00 1.141810590E+00 -7.550300000E-05 1.139991154E+00 1.137070333E+00 2.920821000E-03
1.000000000E+01 1.549996187E+01 1.164895703E+00 1.140589954E+00 2.430574900E-02 1.161785234E+00 1.137663097E+00 2.412213700E-02
1.000000000E+01 1.574996808E+01 1.173437835E+00 1.145026653E+00 2.841118200E-02 1.167997053E+00 1.140898855E+00 2.709819800E-02
1.000000000E+01 1.600000000E+01 1.180418445E+00 1.148258505E+00 3.215994000E-02 1.169404427E+00 1.142510263E+00 2.689416400E-02
1.000000000E+01 1.624993176E+01 1.186566795E+00 1.147278171E+00 3.928862400E-02 1.168386562E+00 1.139583322E+00 2.880324000E-02
1.000000000E+01 1.649996187E+01 1.192075925E+00 1.143904914E+00 4.817101100E-02 1.169951341E+00 1.133860811E+00 3.609053000E-02
1.000000000E+01 1.674996808E+01 1.208099399E+00 1.143450595E+00 6.464880400E-02 1.170644912E+00 1.130280061E+00 4.036485100E-02
1.000000000E+01 1.700000000E+01 1.216783220E+00 1.149034689E+00 6.774853100E-02 1.171513262E+00 1.132097165E+00 3.941609700E-02
1.016672606E+01 1.500000000E+01 1.096657587E+00 1.141806427E+00 -4.514884000E-02 1.096038753E+00 1.140724039E+00 -4.468528600E-02
1.016672606E+01 1.524993176E+01 1.141765786E+00 1.141846336E+00 -8.055000000E-05 1.140572329E+00 1.138424579E+00 2.147750000E-03
1.016672606E+01 1.549996187E+01 1.164921547E+00 1.140606469E+00 2.431507800E-02 1.162788442E+00 1.138598167E+00 2.419027500E-02
1.016672606E+01 1.574996808E+01 1.173455853E+00 1.145053755E+00 2.840209800E-02 1.170272856E+00 1.142214008E+00 2.805884800E-02
1.016672606E+01 1.600000000E+01 1.180432682E+00 1.148305331E+00 3.212735100E-02 1.172655498E+00 1.144336479E+00 2.831901900E-02
1.016672606E+01 1.624993176E+01 1.186578283E+00 1.147362533E+00 3.921575000E-02 1.174080420E+00 1.142023611E+00 3.205680900E-02
1.016672606E+01 1.649996187E+01 1.192085334E+00 1.144060437E+00 4.802489700E-02 1.173735400E+00 1.137045738E+00 3.668966200E-02
1.016672606E+01 1.674996808E+01 1.208107862E+00 1.143739758E+00 6.436810400E-02 1.175886073E+00 1.134463087E+00 4.142298600E-02
1.016672606E+01 1.700000000E+01 1.216790168E+00 1.149528054E+00 6.726211400E-02 1.178720905E+00 1.137524235E+00 4.119667000E-02
1.033324570E+01 1.500000000E+01 1.097189633E+00 1.141816305E+00 -4.462667200E-02 1.096778564E+00 1.141076548E+00 -4.429798400E-02
1.033324570E+01 1.524993176E+01 1.141810493E+00 1.141898746E+00 -8.825300000E-05 1.140994604E+00 1.139464630E+00 1.529974000E-03
1.033324570E+01 1.549996187E+01 1.164958863E+00 1.140630130E+00 2.432873300E-02 1.163498750E+00 1.139254911E+00 2.424383900E-02
1.033324570E+01 1.574996808E+01 1.173482096E+00 1.145093684E+00 2.838841200E-02 1.171299734E+00 1.143145451E+00 2.815428300E-02
1.033324570E+01 1.600000000E+01 1.180453380E+00 1.148373657E+00 3.207972300E-02 1.175631084E+00 1.145643594E+00 2.998749000E-02
1.033324570E+01 1.624993176E+01 1.186595008E+00 1.147484714E+00 3.911029400E-02 1.176813720E+00 1.143798609E+00 3.301511100E-02
1.033324570E+01 1.649996187E+01 1.192099050E+00 1.144283250E+00 4.781580000E-02 1.179608663E+00 1.139415282E+00 4.019338100E-02
1.033324570E+01 1.674996808E+01 1.208120070E+00 1.144148876E+00 6.397119400E-02 1.179658412E+00 1.137667038E+00 4.199137400E-02
1.033324570E+01 1.700000000E+01 1.216800216E+00 1.149898405E+00 6.690181100E-02 1.184008539E+00 1.141816695E+00 4.219184400E-02
1.049996187E+01 1.500000000E+01 1.097960106E+00 1.141830077E+00 -4.386997100E-02 1.097674973E+00 1.141324785E+00 -4.364981200E-02
1.049996187E+01 1.524993176E+01 1.141875963E+00 1.141975569E+00 -9.960600000E-05 1.141318537E+00 1.140261223E+00 1.057314000E-03
1.049996187E+01 1.549996187E+01 1.165013117E+00 1.140664898E+00 2.434821900E-02 1.164014798E+00 1.139724441E+00 2.429035700E-02
1.049996187E+01 1.574996808E+01 1.173520277E+00 1.145151175E+00 2.836910200E-02 1.172026717E+00 1.143817028E+00 2.820968900E-02
1.049996187E+01 1.600000000E+01 1.180483360E+00 1.148472637E+00 3.201072300E-02 1.178198753E+00 1.146599257E+00 3.159949600E-02
1.049996187E+01 1.624993176E+01 1.186619493E+00 1.147659884E+00 3.895960900E-02 1.180632096E+00 1.145123036E+00 3.550906000E-02
1.049996187E+01 1.649996187E+01 1.192118971E+00 1.144599500E+00 4.751947100E-02 1.182261985E+00 1.141234745E+00 4.102724000E-02
1.049996187E+01 1.674996808E+01 1.208137739E+00 1.144720549E+00 6.341719000E-02 1.185480482E+00 1.140214125E+00 4.526635700E-02
1.049996187E+01 1.700000000E+01 1.216814772E+00 1.150431400E+00 6.638337200E-02 1.187807994E+00 1.145351944E+00 4.245605000E-02
1.066670514E+01 1.500000000E+01 1.099073754E+00 1.141850344E+00 -4.277659000E-02 1.098874597E+00 1.141505226E+00 -4.263062900E-02
1.066670514E+01 1.524993176E+01 1.141970151E+00 1.142088096E+00 -1.179450000E-04 1.141589403E+00 1.140887882E+00 7.015210000E-04
1.066670514E+01 1.549996187E+01 1.165091894E+00 1.140715946E+00 2.437594800E-02 1.164409770E+00 1.140073341E+00 2.433642900E-02
1.066670514E+01 1.574996808E+01 1.173575652E+00 1.145234700E+00 2.834095200E-02 1.172554655E+00 1.144322067E+00 2.823258800E-02
1.066670514E+01 1.600000000E+01 1.180526998E+00 1.148614900E+00 3.191209800E-02 1.179079650E+00 1.147331244E+00 3.174840600E-02
1.066670514E+01 1.624993176E+01 1.186654981E+00 1.147909515E+00 3.874546600E-02 1.184202416E+00 1.146166682E+00 3.803573400E-02
1.066670514E+01 1.649996187E+01 1.192147852E+00 1.145042225E+00 4.710562700E-02 1.186338680E+00 1.142721569E+00 4.361711100E-02
1.066670514E+01 1.674996808E+01 1.208163396E+00 1.145501136E+00 6.266226000E-02 1.188297913E+00 1.142376314E+00 4.592159900E-02
1.066670514E+01 1.700000000E+01 1.216835834E+00 1.151192135E+00 6.564369900E-02 1.191843682E+00 1.148455745E+00 4.338793700E-02
1.083333839E+01 1.500000000E+01 1.100312508E+00 1.141879880E+00 -4.156737200E-02 1.100192295E+00 1.141644095E+00 -4.145180000E-02
1.083333839E+01 1.524993176E+01 1.142105428E+00 1.142252790E+00 -1.473620000E-04 1.141845270E+00 1.141414558E+00 4.307120000E-04
1.083333839E+01 1.549996187E+01 1.165205185E+00 1.140789446E+00 2.441573900E-02 1.164739209E+00 1.140350472E+00 2.438873700E-02
1.083333839E+01 1.574996808E+01 1.173655514E+00 1.145354787E+00 2.830072700E-02 1.172958023E+00 1.144730831E+00 2.822719200E-02
1.083333839E+01 1.600000000E+01 1.180589939E+00 1.148817320E+00 3.177261900E-02 1.179600768E+00 1.147938301E+00 3.166246700E-02
1.083333839E+01 1.624993176E+01 1.186706106E+00 1.148259320E+00 3.844678600E-02 1.185220086E+00 1.147062828E+00 3.815725800E-02
1.083333839E+01 1.649996187E+01 1.192189506E+00 1.145650026E+00 4.653948000E-02 1.190040797E+00 1.144050574E+00 4.599022300E-02
1.083333839E+01 1.674996808E+01 1.208200321E+00 1.146538447E+00 6.166187400E-02 1.192675108E+00 1.144373413E+00 4.830169500E-02
1.083333839E+01 1.700000000E+01 1.216866225E+00 1.152265442E+00 6.460078300E-02 1.196660347E+00 1.150494794E+00 4.616555300E-02
1.100000000E+01 1.500000000E+01 1.101335901E+00 1.141922671E+00 -4.058677000E-02 1.101252058E+00 1.141761465E+00 -4.050940700E-02
1.100000000E+01 1.524993176E+01 1.142297683E+00 1.142493481E+00 -1.957980000E-04 1.142119848E+00 1.141907502E+00 2.123460000E-04
1.100000000E+01 1.549996187E+01 1.165366566E+00 1.141052100E+00 2.431446600E-02 1.165048191E+00 1.140594763E+00 2.445342800E-02
1.100000000E+01 1.574996808E+01 1.173769851E+00 1.145525510E+00 2.824434100E-02 1.173293549E+00 1.145098887E+00 2.819466200E-02
1.100000000E+01 1.600000000E+01 1.180680192E+00 1.148889065E+00 3.179112700E-02 1.180004620E+00 1.148289470E+00 3.171515000E-02
1.100000000E+01 1.624993176E+01 1.186779445E+00 1.148741661E+00 3.803778400E-02 1.185764100E+00 1.147920083E+00 3.784401700E-02
1.100000000E+01 1.649996187E+01 1.192249205E+00 1.146461188E+00 4.578801700E-02 1.190780102E+00 1.145358394E+00 4.542170800E-02
1.100000000E+01 1.674996808E+01 1.208253387E+00 1.147865149E+00 6.038823800E-02 1.196160429E+00 1.146364474E+00 4.979595500E-02
1.100000000E+01 1.700000000E+01 1.216909714E+00 1.153756713E+00 6.315300100E-02 1.199575313E+00 1.152288432E+00 4.728688100E-02
1.116672606E+01 1.500000000E+01 1.102756111E+00 1.141984561E+00 -3.922845000E-02 1.102697132E+00 1.141874243E+00 -3.917711100E-02
1.116672606E+01 1.524993176E+01 1.142567606E+00 1.142844571E+00 -2.769650000E-04 1.142445916E+00 1.142433124E+00 1.279200000E-05
1.116672606E+01 1.549996187E+01 1.165594123E+00 1.141500777E+00 2.409334600E-02 1.165376510E+00 1.140983797E+00 2.439271300E-02
1.116672606E+01 1.574996808E+01 1.173931775E+00 1.145765932E+00 2.816584300E-02 1.173606466E+00 1.145474145E+00 2.813232100E-02
1.116672606E+01 1.600000000E+01 1.180808120E+00 1.149243207E+00 3.156491300E-02 1.180346886E+00 1.148831012E+00 3.151587400E-02
1.116672606E+01 1.624993176E+01 1.186883405E+00 1.149388651E+00 3.749475400E-02 1.186190180E+00 1.148824029E+00 3.736615100E-02
1.116672606E+01 1.649996187E+01 1.193160272E+00 1.147506624E+00 4.565364800E-02 1.191330695E+00 1.146745243E+00 4.458545200E-02
1.116672606E+01 1.674996808E+01 1.208328440E+00 1.149484765E+00 5.884367500E-02 1.196904082E+00 1.148443372E+00 4.846071000E-02
1.116672606E+01 1.700000000E+01 1.216971331E+00 1.155816084E+00 6.115524700E-02 1.204601340E+00 1.154557917E+00 5.004342300E-02
1.133324570E+01 1.500000000E+01 1.104777162E+00 1.142073373E+00 -3.729621100E-02 1.104733614E+00 1.141997796E+00 -3.726418200E-02
1.133324570E+01 1.524993176E+01 1.142938877E+00 1.143356166E+00 -4.172890000E-04 1.142855493E+00 1.143064845E+00 -2.093520000E-04
1.133324570E+01 1.549996187E+01 1.165908572E+00 1.142149584E+00 2.375898800E-02 1.165759711E+00 1.141779044E+00 2.398066700E-02
1.133324570E+01 1.574996808E+01 1.174157512E+00 1.146097865E+00 2.805964700E-02 1.173935297E+00 1.145898121E+00 2.803717600E-02
1.133324570E+01 1.600000000E+01 1.180986879E+00 1.149885836E+00 3.110104300E-02 1.180672015E+00 1.149603952E+00 3.106806300E-02
1.133324570E+01 1.624993176E+01 1.187028663E+00 1.150227583E+00 3.680108000E-02 1.186555585E+00 1.149838935E+00 3.671665000E-02
1.133324570E+01 1.649996187E+01 1.194874412E+00 1.148793123E+00 4.608128900E-02 1.191767642E+00 1.148266689E+00 4.350095300E-02
1.133324570E+01 1.674996808E+01 1.208433312E+00 1.151724494E+00 5.670881800E-02 1.197462692E+00 1.151001413E+00 4.646127900E-02
1.133324570E+01 1.700000000E+01 1.217057402E+00 1.158614437E+00 5.844296500E-02 1.205555167E+00 1.157496098E+00 4.805906900E-02
1.149996187E+01 1.500000000E+01 1.105290730E+00 1.142199086E+00 -3.690835600E-02 1.105264990E+00 1.142147153E+00 -3.688216300E-02
1.149996187E+01 1.524993176E+01 1.143997110E+00 1.144096062E+00 -9.895200000E-05 1.143939559E+00 1.143887122E+00 5.243700000E-05
1.149996187E+01 1.549996187E+01 1.166334321E+00 1.143088289E+00 2.324603200E-02 1.166232352E+00 1.142818123E+00 2.341422900E-02
1.149996187E+01 1.574996808E+01 1.174465574E+00 1.146545146E+00 2.792042800E-02 1.174313692E+00 1.146408256E+00 2.790543600E-02
1.149996187E+01 1.600000000E+01 1.181231524E+00 1.150663574E+00 3.056795000E-02 1.181016521E+00 1.150469622E+00 3.054689900E-02
1.149996187E+01 1.624993176E+01 1.187227514E+00 1.151268258E+00 3.595925600E-02 1.186904729E+00 1.151000326E+00 3.590440300E-02
1.149996187E+01 1.649996187E+01 1.197336871E+00 1.150293025E+00 4.704384600E-02 1.192147168E+00 1.149928434E+00 4.221873400E-02
1.149996187E+01 1.674996808E+01 1.208576654E+00 1.154640960E+00 5.393569400E-02 1.204479033E+00 1.154137470E+00 5.034156300E-02
1.149996187E+01 1.700000000E+01 1.217174983E+00 1.162224719E+00 5.495026400E-02 1.216100163E+00 1.161203907E+00 5.489625600E-02
1.166670514E+01 1.500000000E+01 1.105865151E+00 1.142374551E+00 -3.650940000E-02 1.105847446E+00 1.142338746E+00 -3.649130000E-02
1.166670514E+01 1.524993176E+01 1.147235371E+00 1.145161578E+00 2.073793000E-03 1.147193393E+00 1.145008919E+00 2.184474000E-03
1.166670514E+01 1.549996187E+01 1.166892083E+00 1.144431541E+00 2.246054200E-02 1.166822173E+00 1.144229979E+00 2.259219400E-02
1.166670514E+01 1.574996808E+01 1.174874110E+00 1.147127021E+00 2.774708900E-02 1.174770195E+00 1.147033060E+00 2.773713500E-02
1.166670514E+01 1.600000000E+01 1.181557053E+00 1.151659797E+00 2.989725600E-02 1.181410204E+00 1.151526452E+00 2.988375200E-02
1.166670514E+01 1.624993176E+01 1.187492095E+00 1.152492607E+00 3.499948800E-02 1.187271881E+00 1.152307583E+00 3.496429800E-02
1.166670514E+01 1.649996187E+01 1.200841570E+00 1.152596471E+00 4.824509900E-02 1.195859843E+00 1.152343731E+00 4.351611200E-02
1.166670514E+01 1.674996808E+01 1.208767138E+00 1.156437455E+00 5.232968300E-02 1.208265820E+00 1.156087463E+00 5.217835700E-02
1.166670514E+01 1.700000000E+01 1.217331276E+00 1.166699400E+00 5.063187600E-02 1.216601899E+00 1.165748656E+00 5.085324300E-02
1.183333839E+01 1.500000000E+01 1.107851593E+00 1.142614723E+00 -3.476313000E-02 1.107834576E+00 1.142589917E+00 -3.475534100E-02
1.183333839E+01 1.524993176E+01 1.154023682E+00 1.146684820E+00 7.338862000E-03 1.153991701E+00 1.146570525E+00 7.421176000E-03
1.183333839E+01 1.549996187E+01 1.167594239E+00 1.146334572E+00 2.125966700E-02 1.167546191E+00 1.146179674E+00 2.136651700E-02
1.183333839E+01 1.574996808E+01 1.175396467E+00 1.147853465E+00 2.754300200E-02 1.175325311E+00 1.147788890E+00 2.753642100E-02
1.183333839E+01 1.600000000E+01 1.181974647E+00 1.152739027E+00 2.923562000E-02 1.181874295E+00 1.152647038E+00 2.922725700E-02
1.183333839E+01 1.624993176E+01 1.187831541E+00 1.154361946E+00 3.346959500E-02 1.187681300E+00 1.154234021E+00 3.344727900E-02
1.183333839E+01 1.649996187E+01 1.202911683E+00 1.154283720E+00 4.862796300E-02 1.201925789E+00 1.154108050E+00 4.781773900E-02
1.183333839E+01 1.674996808E+01 1.209011133E+00 1.158165793E+00 5.084534000E-02 1.208670450E+00 1.157922751E+00 5.074769900E-02
1.183333839E+01 1.700000000E+01 1.217531320E+00 1.169190019E+00 4.834130100E-02 1.217037443E+00 1.168869335E+00 4.816810800E-02
1.200000000E+01 1.500000000E+01 1.116178931E+00 1.142934146E+00 -2.675521500E-02 1.116157549E+00 1.142916877E+00 -2.675932800E-02
1.200000000E+01 1.524993176E+01 1.157538650E+00 1.148386945E+00 9.151705000E-03 1.157516672E+00 1.148362688E+00 9.153984000E-03
1.200000000E+01 1.549996187E+01 1.168436621E+00 1.148992977E+00 1.944364400E-02 1.168403515E+00 1.148869604E+00 1.953391100E-02
1.200000000E+01 1.574996808E+01 1.176033464E+00 1.149362984E+00 2.667048000E-02 1.175984692E+00 1.149190172E+00 2.679452000E-02
1.200000000E+01 1.600000000E+01 1.182486067E+00 1.154325058E+00 2.816100900E-02 1.182417452E+00 1.154261489E+00 2.815596300E-02
1.200000000E+01 1.624993176E+01 1.193026985E+00 1.155820157E+00 3.720682800E-02 1.191599908E+00 1.155731646E+00 3.586826200E-02
1.200000000E+01 1.649996187E+01 1.203279264E+00 1.155872109E+00 4.740715500E-02 1.203118468E+00 1.155750354E+00 4.736811400E-02
1.200000000E+01 1.674996808E+01 1.209309159E+00 1.160057143E+00 4.925201600E-02 1.209077855E+00 1.159888684E+00 4.918917100E-02
1.200000000E+01 1.700000000E+01 1.217775620E+00 1.171234661E+00 4.654095900E-02 1.217441906E+00 1.171012042E+00 4.642986400E-02
1.216672606E+01 1.500000000E+01 1.123450762E+00 1.143343914E+00 -1.989315200E-02 1.123439580E+00 1.143331816E+00 -1.989223600E-02
1.216672606E+01 1.524993176E+01 1.158971246E+00 1.148995590E+00 9.975656000E-03 1.158955876E+00 1.148978807E+00 9.977069000E-03
1.216672606E+01 1.549996187E+01 1.169392586E+00 1.152638645E+00 1.675394100E-02 1.169369759E+00 1.152536422E+00 1.683333700E-02
1.216672606E+01 1.574996808E+01 1.176768995E+00 1.153813354E+00 2.295564100E-02 1.176735531E+00 1.153664679E+00 2.307085200E-02
1.216672606E+01 1.600000000E+01 1.183250484E+00 1.155801801E+00 2.744868300E-02 1.183031788E+00 1.155757961E+00 2.727382700E-02
1.216672606E+01 1.624993176E+01 1.198376321E+00 1.157159534E+00 4.121678700E-02 1.198300058E+00 1.157098213E+00 4.120184500E-02
1.216672606E+01 1.649996187E+01 1.203704321E+00 1.157443328E+00 4.626099300E-02 1.203594862E+00 1.157359247E+00 4.623561500E-02
1.216672606E+01 1.674996808E+01 1.209653323E+00 1.161706698E+00 4.794662500E-02 1.209496436E+00 1.161546515E+00 4.794992100E-02
1.216672606E+01 1.700000000E+01 1.218057575E+00 1.172925266E+00 4.513230900E-02 1.217832471E+00 1.172771974E+00 4.506049700E-02
1.233324570E+01 1.500000000E+01 1.125380650E+00 1.143845591E+00 -1.846494100E-02 1.125375418E+00 1.143837053E+00 -1.846163500E-02
1.233324570E+01 1.524993176E+01 1.160651366E+00 1.149711118E+00 1.094024800E-02 1.160640621E+00 1.149699474E+00 1.094114700E-02
1.233324570E+01 1.549996187E+01 1.171127321E+00 1.154931241E+00 1.619608000E-02 1.171111515E+00 1.154914876E+00 1.619663900E-02
1.233324570E+01 1.574996808E+01 1.177401909E+00 1.159631954E+00 1.776995500E-02 1.177378995E+00 1.159499350E+00 1.787964500E-02
1.233324570E+01 1.600000000E+01 1.191595773E+00 1.161350370E+00 3.024540300E-02 1.191131275E+00 1.161154958E+00 2.997631700E-02
1.233324570E+01 1.624993176E+01 1.198940871E+00 1.162197230E+00 3.674364100E-02 1.198888906E+00 1.161918188E+00 3.697071800E-02
1.233324570E+01 1.649996187E+01 1.204058439E+00 1.162844044E+00 4.121439500E-02 1.203984192E+00 1.162416320E+00 4.156787200E-02
1.233324570E+01 1.674996808E+01 1.209968146E+00 1.164057235E+00 4.591091100E-02 1.209862663E+00 1.163482371E+00 4.638029200E-02
1.233324570E+01 1.700000000E+01 1.218365355E+00 1.174334166E+00 4.403118900E-02 1.218214411E+00 1.174230481E+00 4.398393000E-02
1.249996187E+01 1.500000000E+01 1.131725866E+00 1.144439835E+00 -1.271396900E-02 1.131709721E+00 1.144433725E+00 -1.272400400E-02
1.249996187E+01 1.524993176E+01 1.161918059E+00 1.150522812E+00 1.139524700E-02 1.161910513E+00 1.150514690E+00 1.139582300E-02
1.249996187E+01 1.549996187E+01 1.171869238E+00 1.155555774E+00 1.631346400E-02 1.171858322E+00 1.155544461E+00 1.631386100E-02
1.249996187E+01 1.574996808E+01 1.184844964E+00 1.161327861E+00 2.351710300E-02 1.184654370E+00 1.161311846E+00 2.334252400E-02
1.249996187E+01 1.600000000E+01 1.193750047E+00 1.167504862E+00 2.624518500E-02 1.193726638E+00 1.167481962E+00 2.624467600E-02
1.249996187E+01 1.624993176E+01 1.199558802E+00 1.16534531E+00 3.421349200E-02 1.199523952E+00 1.16534531E+00 3.417864200E-02
1.249996187E+01 1.649996187E+01 1.204652456E+00 1.16642336E+00 3.822909600E-02 1.204601834E+00 1.16555867E+00 3.904316400E-02
1.249996187E+01 1.674996808E+01 1.210461244E+00 1.173574072E+00 3.688717200E-02 1.210389117E+00 1.172995125E+00 3.739399200E-02
1.249996187E+01 1.700000000E+01 1.229564660E+00 1.176266782E+00 5.329787800E-02 1.228105788E+00 1.175574155E+00 5.253163300E-02
1.266670514E+01 1.500000000E+01 1.137625192E+00 1.144884796E+00 -7.259604000E-03 1.137618326E+00 1.144880466E+00 -7.262140000E-03
1.266670514E+01 1.524993176E+01 1.167111008E+00 1.151063491E+00 1.604751700E-02 1.167073578E+00 1.151057819E+00 1.601575900E-02
1.266670514E+01 1.549996187E+01 1.179858753E+00 1.155492427E+00 2.436632600E-02 1.179778106E+00 1.155484624E+00 2.429348200E-02
1.266670514E+01 1.574996808E+01 1.188083978E+00 1.162079884E+00 2.600409400E-02 1.188072211E+00 1.162068849E+00 2.600336200E-02
1.266670514E+01 1.600000000E+01 1.194397028E+00 1.168472734E+00 2.592429400E-02 1.194380992E+00 1.168457911E+00 2.592308100E-02
1.266670514E+01 1.624993176E+01 1.200294656E+00 1.170426939E+00 2.986771700E-02 1.200270825E+00 1.170405381E+00 2.986544400E-02
1.266670514E+01 1.649996187E+01 1.205243387E+00 1.171179347E+00 3.406404000E-02 1.205208924E+00 1.171011980E+00 3.419694400E-02
1.266670514E+01 1.674996808E+01 1.221542528E+00 1.175703462E+00 4.583906600E-02 1.220133860E+00 1.175584584E+00 4.454927600E-02
1.266670514E+01 1.700000000E+01 1.229946321E+00 1.1835233E+00 4.642302100E-02 1.229870897E+00 1.1835233E+00 4.634759700E-02
1.283333839E+01 1.500000000E+01 1.142318152E+00 1.145253245E+00 -2.935093000E-03 1.142315832E+00 1.145250107E+00 -2.934275000E-03
1.283333839E+01 1.524993176E+01 1.172138671E+00 1.151686480E+00 2.045219100E-02 1.172134619E+00 1.151682496E+00 2.045212300E-02
1.283333839E+01 1.549996187E+01 1.181188398E+00 1.155883055E+00 2.530534300E-02 1.181182747E+00 1.155877636E+00 2.530511100E-02
1.283333839E+01 1.574996808E+01 1.188609065E+00 1.162823067E+00 2.578599800E-02 1.188600998E+00 1.162815480E+00 2.578551800E-02
1.283333839E+01 1.600000000E+01 1.194873274E+00 1.169391955E+00 2.548131900E-02 1.194862310E+00 1.169381763E+00 2.548054700E-02
1.283333839E+01 1.624993176E+01 1.200622376E+00 1.171355327E+00 2.926704900E-02 1.200606144E+00 1.171340513E+00 2.926563100E-02
1.283333839E+01 1.649996187E+01 1.213319389E+00 1.172083226E+00 4.123616300E-02 1.212023420E+00 1.172062202E+00 3.996121800E-02
1.283333839E+01 1.674996808E+01 1.221913260E+00 1.176377114E+00 4.553614600E-02 1.221876789E+00 1.176383674E+00 4.549311500E-02
1.283333839E+01 1.700000000E+01 1.230255224E+00 1.185212125E+00 4.504309900E-02 1.230204407E+00 1.185257622E+00 4.494678500E-02
1.300000000E+01 1.500000000E+01 1.143009556E+00 1.145702444E+00 -2.692888000E-03 1.143007875E+00 1.145700158E+00 -2.692283000E-03
1.300000000E+01 1.524993176E+01 1.173110521E+00 1.152269366E+00 2.084115500E-02 1.173107636E+00 1.152266560E+00 2.084107600E-02
1.300000000E+01 1.549996187E+01 1.181696286E+00 1.156369347E+00 2.532693900E-02 1.181692399E+00 1.156365636E+00 2.532676300E-02
1.300000000E+01 1.574996808E+01 1.189085726E+00 1.163506245E+00 2.557948100E-02 1.189080182E+00 1.163501018E+00 2.557916400E-02
1.300000000E+01 1.600000000E+01 1.195304039E+00 1.170011783E+00 2.529225600E-02 1.195296551E+00 1.170004769E+00 2.529178200E-02
1.300000000E+01 1.624993176E+01 1.204991276E+00 1.171789123E+00 3.320215300E-02 1.204417241E+00 1.171778963E+00 3.263827800E-02
1.300000000E+01 1.649996187E+01 1.216493501E+00 1.172813133E+00 4.368036800E-02 1.216476037E+00 1.172808955E+00 4.366708200E-02
1.300000000E+01 1.674996808E+01 1.222225971E+00 1.171089756E+00 5.113621500E-02 1.222199943E+00 1.171131958E+00 5.106798500E-02
1.300000000E+01 1.700000000E+01 1.234796277E+00 1.186688299E+00 4.810797800E-02 1.231931500E+00 1.186674784E+00 4.525671600E-02
