Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.000e+15 1.007189979E+00 1.051785226E+00 -4.459524700E-02 1.006766067E+00 1.053978026E+00 -4.721195900E-02
1.000000000E+01 1.778e+15 1.022042904E+00 1.121607070E+00 -9.956416600E-02 1.020744767E+00 1.118649512E+00 -9.790474500E-02
1.000000000E+01 3.162e+15 1.109965040E+00 1.156643213E+00 -4.667817300E-02 1.106902879E+00 1.150071854E+00 -4.316897500E-02
1.000000000E+01 5.623e+15 1.156788216E+00 1.162567235E+00 -5.779019000E-03 1.149807667E+00 1.156315560E+00 -6.507893000E-03
1.000000000E+01 1.000e+16 1.188879694E+00 1.165894517E+00 2.298517700E-02 1.175584752E+00 1.153003059E+00 2.258169300E-02
1.000000000E+01 1.778e+16 1.200305798E+00 1.164951859E+00 3.535393900E-02 1.154556864E+00 1.147884272E+00 6.672592000E-03
1.000000000E+01 3.162e+16 1.209933534E+00 1.161024622E+00 4.890891200E-02 1.182868543E+00 1.139216094E+00 4.365244900E-02
1.000000000E+01 5.623e+16 1.218818651E+00 1.157669264E+00 6.114938700E-02 1.178328041E+00 1.130606193E+00 4.772184800E-02
1.000000000E+01 1.000e+17 1.229946191E+00 1.159309980E+00 7.063621100E-02 1.173296060E+00 1.129778695E+00 4.351736500E-02
1.016672606E+01 1.000e+15 1.007187774E+00 1.051790391E+00 -4.460261700E-02 1.006893801E+00 1.054236005E+00 -4.734220400E-02
1.016672606E+01 1.778e+15 1.022557956E+00 1.121623764E+00 -9.906580800E-02 1.021660603E+00 1.119587839E+00 -9.792723600E-02
1.016672606E+01 3.162e+15 1.110172048E+00 1.156666258E+00 -4.649421000E-02 1.108058339E+00 1.152123381E+00 -4.406504200E-02
1.016672606E+01 5.623e+15 1.156837605E+00 1.162605218E+00 -5.767613000E-03 1.152008771E+00 1.156103661E+00 -4.094890000E-03
1.016672606E+01 1.000e+16 1.188928878E+00 1.165958517E+00 2.297036100E-02 1.179651068E+00 1.156938583E+00 2.271248500E-02
1.016672606E+01 1.778e+16 1.200342516E+00 1.165059736E+00 3.528278000E-02 1.171458495E+00 1.153008919E+00 1.844957600E-02
1.016672606E+01 3.162e+16 1.209963075E+00 1.161212426E+00 4.875064900E-02 1.190699374E+00 1.145634893E+00 4.506448100E-02
1.016672606E+01 5.623e+16 1.218843053E+00 1.158003882E+00 6.083917100E-02 1.189459608E+00 1.138123295E+00 5.133631300E-02
1.016672606E+01 1.000e+17 1.229966566E+00 1.159898718E+00 7.006784800E-02 1.187962093E+00 1.135180609E+00 5.278148400E-02
1.033324570E+01 1.000e+15 1.007204974E+00 1.051731650E+00 -4.452667600E-02 1.007005059E+00 1.054514452E+00 -4.750939300E-02
1.033324570E+01 1.778e+15 1.023302882E+00 1.121654083E+00 -9.835120100E-02 1.022666568E+00 1.120221569E+00 -9.755500100E-02
1.033324570E+01 3.162e+15 1.110473570E+00 1.156699817E+00 -4.622624700E-02 1.109016335E+00 1.153571634E+00 -4.455529900E-02
1.033324570E+01 5.623e+15 1.156907806E+00 1.162660995E+00 -5.753189000E-03 1.153581842E+00 1.158168433E+00 -4.586591000E-03
1.033324570E+01 1.000e+16 1.189000010E+00 1.166051448E+00 2.294856200E-02 1.182570502E+00 1.159787271E+00 2.278323100E-02
1.033324570E+01 1.778e+16 1.200396072E+00 1.165216532E+00 3.517954000E-02 1.182252597E+00 1.156790351E+00 2.546224600E-02
1.033324570E+01 3.162e+16 1.210006433E+00 1.161485419E+00 4.852101400E-02 1.196467837E+00 1.150494594E+00 4.597324300E-02
1.033324570E+01 5.623e+16 1.218878699E+00 1.158484565E+00 6.039413400E-02 1.197927359E+00 1.144292879E+00 5.363448000E-02
1.033324570E+01 1.000e+17 1.229996484E+00 1.160671631E+00 6.932485300E-02 1.199543333E+00 1.142836064E+00 5.670726900E-02
1.049996187E+01 1.000e+15 1.007189084E+00 1.051742840E+00 -4.455375600E-02 1.007048221E+00 1.054645248E+00 -4.759702700E-02
1.049996187E+01 1.778e+15 1.024362530E+00 1.121727494E+00 -9.736496400E-02 1.023915664E+00 1.120743557E+00 -9.682789300E-02
1.049996187E+01 3.162e+15 1.110910269E+00 1.156749563E+00 -4.583929400E-02 1.109905155E+00 1.154600846E+00 -4.469569100E-02
1.049996187E+01 5.623e+15 1.157010155E+00 1.162741895E+00 -5.731740000E-03 1.154725677E+00 1.159648950E+00 -4.923273000E-03
1.049996187E+01 1.000e+16 1.189104879E+00 1.166186925E+00 2.291795400E-02 1.184670288E+00 1.161858512E+00 2.281177600E-02
1.049996187E+01 1.778e+16 1.200473980E+00 1.165444161E+00 3.502981900E-02 1.193413702E+00 1.159591255E+00 3.382244700E-02
1.049996187E+01 3.162e+16 1.210069405E+00 1.161876278E+00 4.819312700E-02 1.200641294E+00 1.154186326E+00 4.645496800E-02
1.049996187E+01 5.623e+16 1.218930791E+00 1.159165935E+00 5.976485600E-02 1.204187954E+00 1.149139194E+00 5.504876000E-02
1.049996187E+01 1.000e+17 1.230039864E+00 1.161824223E+00 6.821564100E-02 1.208345440E+00 1.149096966E+00 5.924847400E-02
1.066670514E+01 1.000e+15 1.007190812E+00 1.051762744E+00 -4.457193200E-02 1.007093619E+00 1.054742588E+00 -4.764896900E-02
1.066670514E+01 1.778e+15 1.025893749E+00 1.121867162E+00 -9.597341300E-02 1.025576663E+00 1.121184807E+00 -9.560814400E-02
1.066670514E+01 3.162e+15 1.111538649E+00 1.156821245E+00 -4.528259600E-02 1.110843935E+00 1.155347329E+00 -4.450339400E-02
1.066670514E+01 5.623e+15 1.157158915E+00 1.162857763E+00 -5.698848000E-03 1.155592366E+00 1.160733152E+00 -5.140786000E-03
